,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,timestamp,PM2.5,humidity,temperature
28,28,28,28,28,28,28/05/2020 16:00,50.68,74.93,32.45
29,29,29,29,29,29,28/05/2020 17:00,50.07,76.84,32.33
30,30,30,30,30,30,28/05/2020 18:00,53.98,76.66,32.26
31,31,31,31,31,31,28/05/2020 19:00,58.19,79.02,31.87
32,32,32,32,32,32,28/05/2020 20:00,48.66,79.23,31.33
33,33,33,33,33,33,28/05/2020 21:00,47.78,80.81,30.91
34,34,34,34,34,34,28/05/2020 22:00,50.67,83.92,30.36
35,35,35,35,35,35,28/05/2020 23:00,47.12,87.66,29.88
36,36,36,36,36,36,29/05/2020 00:00,39.71,92.33,29.39
37,37,37,37,37,37,29/05/2020 01:00,43.14,96.89,28.74
38,38,38,38,38,38,29/05/2020 02:00,47.74,96.44,28.84
39,39,39,39,39,39,29/05/2020 03:00,51.96,98.13,28.67
40,40,40,40,40,40,29/05/2020 04:00,56.8,99.28,28.52
41,41,41,41,41,41,29/05/2020 05:00,55.63,98.67,28.53
42,42,42,42,42,42,29/05/2020 06:00,55.41,98.74,28.5
43,43,43,43,43,43,29/05/2020 07:00,53.28,96.78,28.88
44,44,44,44,44,44,29/05/2020 08:00,56.08,95.2,29.33
45,45,45,45,45,45,29/05/2020 09:00,57.64,93.03,29.33
46,46,46,46,46,46,29/05/2020 10:00,50.49,90.44,30.63
47,47,47,47,47,47,29/05/2020 11:00,47.9,84.96,31.95
48,48,48,48,48,48,29/05/2020 12:00,47.0,81.29,33.12
49,49,49,49,49,49,29/05/2020 13:00,44.62,75.53,34.22
50,50,50,50,50,50,29/05/2020 14:00,39.86,74.65,34.16
51,51,51,51,51,51,29/05/2020 15:00,36.99,73.03,34.63
52,52,52,52,52,52,29/05/2020 16:00,37.05,72.04,34.45
53,53,53,53,53,53,29/05/2020 17:00,37.81,75.78,34.25
54,54,54,54,54,54,29/05/2020 18:00,38.39,79.14,33.64
55,55,55,55,55,55,29/05/2020 19:00,39.88,82.32,32.78
56,56,56,56,56,56,29/05/2020 20:00,39.63,83.28,31.92
57,57,57,57,57,57,29/05/2020 21:00,38.84,84.1,31.41
58,58,58,58,58,58,29/05/2020 22:00,42.18,80.49,30.95
59,59,59,59,59,59,29/05/2020 23:00,42.27,91.13,30.68
60,60,60,60,60,60,30/05/2020 00:00,38.04,94.22,30.08
61,61,61,61,61,61,30/05/2020 01:00,39.77,98.86,29.44
62,62,62,62,62,62,30/05/2020 02:00,36.39,99.96,29.23
63,63,63,63,63,63,30/05/2020 03:00,33.09,100.0,28.98
64,64,64,64,64,64,30/05/2020 04:00,29.28,100.0,28.83
65,65,65,65,65,65,30/05/2020 05:00,27.93,100.0,28.85
66,66,66,66,66,66,30/05/2020 06:00,27.83,100.0,29.07
67,67,67,67,67,67,30/05/2020 07:00,29.65,99.75,29.66
68,68,68,68,68,68,30/05/2020 08:00,36.65,94.73,30.85
69,69,69,69,69,69,30/05/2020 09:00,40.7,86.6,32.18
70,70,70,70,70,70,30/05/2020 10:00,41.26,83.47,33.18
71,71,71,71,71,71,30/05/2020 11:00,39.63,78.93,33.77
72,72,72,72,72,72,30/05/2020 12:00,33.9,68.48,35.41
73,73,73,73,73,73,30/05/2020 13:00,31.03,64.08,36.24
74,74,74,74,74,74,30/05/2020 14:00,30.56,63.54,36.42
75,75,75,75,75,75,30/05/2020 15:00,31.34,64.58,36.15
76,76,76,76,76,76,30/05/2020 16:00,30.27,64.96,36.08
77,77,77,77,77,77,30/05/2020 17:00,32.84,65.9,35.89
78,78,78,78,78,78,30/05/2020 18:00,35.55,72.05,34.52
79,79,79,79,79,79,30/05/2020 19:00,48.87,75.64,33.48
80,80,80,80,80,80,30/05/2020 20:00,51.67,78.31,32.53
81,81,81,81,81,81,30/05/2020 21:00,62.32,81.09,32.28
82,82,82,82,82,82,30/05/2020 22:00,51.69,95.95,29.88
83,83,83,83,83,83,30/05/2020 23:00,40.48,99.94,28.76
84,84,84,84,84,84,31/05/2020 00:00,61.16,100.0,29.14
85,85,85,85,85,85,31/05/2020 01:00,40.19,100.0,29.48
86,86,86,86,86,86,31/05/2020 02:00,29.07,100.0,29.44
87,87,87,87,87,87,31/05/2020 03:00,25.93,100.0,29.27
88,88,88,88,88,88,31/05/2020 04:00,28.9,100.0,29.21
89,89,89,89,89,89,31/05/2020 05:00,35.91,100.0,29.18
90,90,90,90,90,90,31/05/2020 06:00,32.75,100.0,29.27
91,91,91,91,91,91,31/05/2020 07:00,35.3,100.0,29.61
92,92,92,92,92,92,31/05/2020 08:00,51.99,98.58,30.6
93,93,93,93,93,93,31/05/2020 09:00,72.41,90.2,32.31
94,94,94,94,94,94,31/05/2020 10:00,62.16,82.68,34.08
95,95,95,95,95,95,31/05/2020 11:00,46.68,74.98,35.53
96,96,96,96,96,96,31/05/2020 12:00,38.19,67.16,36.63
97,97,97,97,97,97,31/05/2020 13:00,29.78,61.41,37.06
98,98,98,98,98,98,31/05/2020 14:00,28.7,63.79,36.6
99,99,99,99,99,99,31/05/2020 15:00,27.68,64.88,36.42
100,100,100,100,100,100,31/05/2020 16:00,27.34,65.06,36.19
101,101,101,101,101,101,31/05/2020 17:00,28.44,66.02,36.1
102,102,102,102,102,102,31/05/2020 18:00,31.28,68.37,35.75
103,103,103,103,103,103,31/05/2020 19:00,34.14,69.23,35.16
104,104,104,104,104,104,31/05/2020 20:00,49.81,76.78,34.43
105,105,105,105,105,105,31/05/2020 21:00,56.58,80.58,33.53
106,106,106,106,106,106,31/05/2020 22:00,60.65,79.65,33.29
107,107,107,107,107,107,31/05/2020 23:00,49.29,79.37,32.78
108,108,108,108,108,108,01/06/2020 00:00,38.05,82.93,31.99
109,109,109,109,109,109,01/06/2020 01:00,30.88,86.63,31.33
110,110,110,110,110,110,01/06/2020 02:00,29.23,87.43,31.12
111,111,111,111,111,111,01/06/2020 03:00,30.05,89.74,30.83
112,112,112,112,112,112,01/06/2020 04:00,30.4,92.16,30.57
113,113,113,113,113,113,01/06/2020 05:00,32.86,93.66,30.36
114,114,114,114,114,114,01/06/2020 06:00,34.95,97.55,29.98
115,115,115,115,115,115,01/06/2020 07:00,39.39,97.97,30.01
116,116,116,116,116,116,01/06/2020 08:00,36.62,91.37,31.36
117,117,117,117,117,117,01/06/2020 09:00,33.26,78.65,33.22
118,118,118,118,118,118,01/06/2020 10:00,34.03,73.05,34.48
119,119,119,119,119,119,01/06/2020 11:00,31.97,68.57,35.62
120,120,120,120,120,120,01/06/2020 12:00,30.89,64.86,36.78
121,121,121,121,121,121,01/06/2020 13:00,30.58,65.21,36.55
122,122,122,122,122,122,01/06/2020 14:00,30.77,66.5,36.23
123,123,123,123,123,123,01/06/2020 15:00,29.48,66.21,36.03
124,124,124,124,124,124,01/06/2020 16:00,29.59,65.56,36.43
125,125,125,125,125,125,01/06/2020 17:00,28.73,64.25,36.31
126,126,126,126,126,126,01/06/2020 18:00,28.2,70.72,32.4
127,127,127,127,127,127,01/06/2020 19:00,29.92,80.98,30.93
128,128,128,128,128,128,01/06/2020 20:00,35.55,91.97,29.0
129,129,129,129,129,129,01/06/2020 21:00,37.48,99.32,28.18
130,130,130,130,130,130,01/06/2020 22:00,31.79,97.45,28.03
131,131,131,131,131,131,01/06/2020 23:00,34.34,98.21,28.2
132,132,132,132,132,132,02/06/2020 00:00,39.07,99.66,28.46
133,133,133,133,133,133,02/06/2020 01:00,38.07,100.0,28.52
134,134,134,134,134,134,02/06/2020 02:00,45.24,100.0,28.72
135,135,135,135,135,135,02/06/2020 03:00,51.13,100.0,28.68
136,136,136,136,136,136,02/06/2020 04:00,62.74,100.0,28.83
137,137,137,137,137,137,02/06/2020 05:00,66.6,100.0,28.82
138,138,138,138,138,138,02/06/2020 06:00,49.03,99.97,29.27
139,139,139,139,139,139,02/06/2020 07:00,45.67,98.33,29.77
140,140,140,140,140,140,02/06/2020 08:00,45.97,89.96,30.93
141,141,141,141,141,141,02/06/2020 09:00,39.55,77.09,32.76
142,142,142,142,142,142,02/06/2020 10:00,35.25,68.18,34.72
143,143,143,143,143,143,02/06/2020 11:00,29.8,62.68,36.05
144,144,144,144,144,144,02/06/2020 12:00,28.29,59.58,37.3
145,145,145,145,145,145,02/06/2020 13:00,28.2,60.43,37.26
146,146,146,146,146,146,02/06/2020 14:00,27.83,61.1,37.2
147,147,147,147,147,147,02/06/2020 15:00,28.41,60.13,37.48
148,148,148,148,148,148,02/06/2020 16:00,28.48,59.9,37.41
149,149,149,149,149,149,02/06/2020 17:00,29.45,64.27,36.42
150,150,150,150,150,150,02/06/2020 18:00,30.09,73.83,32.83
151,151,151,151,151,151,02/06/2020 19:00,32.6,69.01,32.22
152,152,152,152,152,152,02/06/2020 20:00,45.17,75.88,31.29
153,153,153,153,153,153,02/06/2020 21:00,67.08,83.17,31.11
154,154,154,154,154,154,02/06/2020 22:00,69.03,87.86,30.7
155,155,155,155,155,155,02/06/2020 23:00,74.41,92.29,30.56
156,156,156,156,156,156,03/06/2020 00:00,53.18,92.77,30.79
157,157,157,157,157,157,03/06/2020 01:00,34.67,90.21,30.94
158,158,158,158,158,158,03/06/2020 02:00,32.51,91.44,30.72
159,159,159,159,159,159,03/06/2020 03:00,35.68,92.63,30.68
160,160,160,160,160,160,03/06/2020 04:00,73.63,93.83,30.78
161,161,161,161,161,161,03/06/2020 05:00,43.48,93.78,30.9
162,162,162,162,162,162,03/06/2020 06:00,35.15,95.78,30.68
163,163,163,163,163,163,03/06/2020 07:00,33.67,95.54,30.48
164,164,164,164,164,164,03/06/2020 08:00,36.16,86.93,31.89
165,165,165,165,165,165,03/06/2020 09:00,37.18,80.19,33.51
166,166,166,166,166,166,03/06/2020 10:00,37.99,72.73,34.94
167,167,167,167,167,167,03/06/2020 11:00,36.68,68.71,36.02
168,168,168,168,168,168,03/06/2020 12:00,34.51,63.34,37.08
169,169,169,169,169,169,03/06/2020 13:00,34.53,64.2,36.88
170,170,170,170,170,170,03/06/2020 14:00,33.57,64.31,36.86
171,171,171,171,171,171,03/06/2020 15:00,32.89,64.64,36.68
172,172,172,172,172,172,03/06/2020 16:00,35.33,68.68,35.58
173,173,173,173,173,173,03/06/2020 17:00,36.54,70.1,35.16
174,174,174,174,174,174,03/06/2020 18:00,46.42,75.0,35.18
175,175,175,175,175,175,03/06/2020 19:00,49.23,75.91,34.4
176,176,176,176,176,176,03/06/2020 20:00,64.21,78.57,33.24
177,177,177,177,177,177,03/06/2020 21:00,63.95,80.86,32.47
178,178,178,178,178,178,03/06/2020 22:00,59.78,84.73,31.92
179,179,179,179,179,179,03/06/2020 23:00,44.64,85.98,31.6
180,180,180,180,180,180,04/06/2020 00:00,35.28,88.33,31.3
181,181,181,181,181,181,04/06/2020 01:00,29.88,92.32,30.88
182,182,182,182,182,182,04/06/2020 02:00,29.23,95.06,30.6
183,183,183,183,183,183,04/06/2020 03:00,29.03,95.79,30.42
184,184,184,184,184,184,04/06/2020 04:00,27.95,96.24,30.24
185,185,185,185,185,185,04/06/2020 05:00,27.72,96.01,30.13
186,186,186,186,186,186,04/06/2020 06:00,30.03,96.9,30.08
187,187,187,187,187,187,04/06/2020 07:00,33.44,97.08,30.41
188,188,188,188,188,188,04/06/2020 08:00,35.58,92.6,31.58
189,189,189,189,189,189,04/06/2020 09:00,38.36,87.13,32.83
190,190,190,190,190,190,04/06/2020 10:00,38.72,81.58,34.09
191,191,191,191,191,191,04/06/2020 11:00,37.03,75.52,35.5
192,192,192,192,192,192,04/06/2020 12:00,36.14,69.38,37.08
193,193,193,193,193,193,04/06/2020 13:00,39.58,70.73,37.02
194,194,194,194,194,194,04/06/2020 14:00,35.29,65.98,37.46
195,195,195,195,195,195,04/06/2020 15:00,31.44,62.18,37.91
196,196,196,196,196,196,04/06/2020 16:00,32.53,63.08,37.88
197,197,197,197,197,197,04/06/2020 17:00,35.35,68.35,37.09
198,198,198,198,198,198,04/06/2020 18:00,49.08,70.02,35.76
199,199,199,199,199,199,04/06/2020 19:00,70.34,72.68,34.78
200,200,200,200,200,200,04/06/2020 20:00,94.21,74.63,34.07
201,201,201,201,201,201,04/06/2020 21:00,82.14,74.96,33.31
202,202,202,202,202,202,04/06/2020 22:00,67.73,78.46,32.82
203,203,203,203,203,203,04/06/2020 23:00,58.94,81.21,32.45
204,204,204,204,204,204,05/06/2020 00:00,49.49,84.2,31.93
205,205,205,205,205,205,05/06/2020 01:00,38.35,88.14,31.4
206,206,206,206,206,206,05/06/2020 02:00,29.8,92.06,30.98
207,207,207,207,207,207,05/06/2020 03:00,28.32,94.7,30.8
208,208,208,208,208,208,05/06/2020 04:00,29.31,96.69,30.52
209,209,209,209,209,209,05/06/2020 05:00,29.38,96.37,30.42
210,210,210,210,210,210,05/06/2020 06:00,31.41,96.46,30.31
211,211,211,211,211,211,05/06/2020 07:00,37.5,95.33,30.74
212,212,212,212,212,212,05/06/2020 08:00,41.26,93.7,31.34
213,213,213,213,213,213,05/06/2020 09:00,45.19,86.78,32.09
214,214,214,214,214,214,05/06/2020 10:00,48.98,88.29,32.82
215,215,215,215,215,215,05/06/2020 11:00,71.43,85.26,33.58
216,216,216,216,216,216,05/06/2020 12:00,65.88,78.32,34.94
217,217,217,217,217,217,05/06/2020 13:00,56.34,76.43,35.23
218,218,218,218,218,218,05/06/2020 14:00,45.84,70.11,36.18
219,219,219,219,219,219,05/06/2020 15:00,40.99,67.7,36.21
220,220,220,220,220,220,05/06/2020 16:00,36.93,65.58,36.28
221,221,221,221,221,221,05/06/2020 17:00,36.37,66.89,36.36
222,222,222,222,222,222,05/06/2020 18:00,36.15,67.41,36.04
223,223,223,223,223,223,05/06/2020 19:00,61.24,74.03,35.44
224,224,224,224,224,224,05/06/2020 20:00,95.63,77.63,34.4
225,225,225,225,225,225,05/06/2020 21:00,93.42,76.33,33.83
226,226,226,226,226,226,05/06/2020 22:00,76.28,78.52,33.17
227,227,227,227,227,227,05/06/2020 23:00,58.82,80.88,32.83
228,228,228,228,228,228,06/06/2020 00:00,52.16,85.17,32.05
229,229,229,229,229,229,06/06/2020 01:00,50.86,90.08,31.35
230,230,230,230,230,230,06/06/2020 02:00,40.37,92.9,30.8
231,231,231,231,231,231,06/06/2020 03:00,41.38,93.47,30.73
232,232,232,232,232,232,06/06/2020 04:00,48.73,95.16,30.55
233,233,233,233,233,233,06/06/2020 05:00,35.12,95.94,30.36
234,234,234,234,234,234,06/06/2020 06:00,36.51,96.23,30.36
235,235,235,235,235,235,06/06/2020 07:00,45.71,95.17,30.71
236,236,236,236,236,236,06/06/2020 08:00,40.47,92.43,31.37
237,237,237,237,237,237,06/06/2020 09:00,55.85,88.23,32.62
238,238,238,238,238,238,06/06/2020 10:00,52.41,81.14,34.23
239,239,239,239,239,239,06/06/2020 11:00,44.91,71.97,35.84
240,240,240,240,240,240,06/06/2020 12:00,34.39,64.18,36.88
241,241,241,241,241,241,06/06/2020 13:00,30.09,63.88,36.23
242,242,242,242,242,242,06/06/2020 14:00,29.49,66.3,36.04
243,243,243,243,243,243,06/06/2020 15:00,29.8,66.46,36.03
244,244,244,244,244,244,06/06/2020 16:00,27.93,64.97,36.26
245,245,245,245,245,245,06/06/2020 17:00,29.59,64.79,36.44
246,246,246,246,246,246,06/06/2020 18:00,33.93,66.87,36.1
247,247,247,247,247,247,06/06/2020 19:00,69.47,72.07,35.37
248,248,248,248,248,248,06/06/2020 20:00,156.17,76.06,34.58
249,249,249,249,249,249,06/06/2020 21:00,178.48,76.7,34.15
250,250,250,250,250,250,06/06/2020 22:00,112.1,78.08,33.81
251,251,251,251,251,251,06/06/2020 23:00,93.18,81.21,33.22
252,252,252,252,252,252,07/06/2020 00:00,71.94,82.7,32.9
253,253,253,253,253,253,07/06/2020 01:00,55.24,82.41,32.72
254,254,254,254,254,254,07/06/2020 02:00,44.89,82.59,32.48
255,255,255,255,255,255,07/06/2020 03:00,37.58,82.54,32.28
256,256,256,256,256,256,07/06/2020 04:00,32.54,82.02,32.09
257,257,257,257,257,257,07/06/2020 05:00,31.92,82.67,31.88
258,258,258,258,258,258,07/06/2020 06:00,30.6,82.25,31.87
259,259,259,259,259,259,07/06/2020 07:00,31.16,78.67,32.38
260,260,260,260,260,260,07/06/2020 08:00,31.42,73.65,33.45
261,261,261,261,261,261,07/06/2020 09:00,35.73,70.58,34.53
262,262,262,262,262,262,07/06/2020 10:00,31.22,67.86,35.31
263,263,263,263,263,263,07/06/2020 11:00,30.34,66.03,35.83
264,264,264,264,264,264,07/06/2020 12:00,28.59,63.81,36.68
265,265,265,265,265,265,07/06/2020 13:00,28.12,60.33,37.88
266,266,266,266,266,266,07/06/2020 14:00,27.34,55.1,39.04
267,267,267,267,267,267,07/06/2020 15:00,28.31,54.27,38.87
268,268,268,268,268,268,07/06/2020 16:00,28.67,57.54,38.11
269,269,269,269,269,269,07/06/2020 17:00,29.56,59.27,37.73
270,270,270,270,270,270,07/06/2020 18:00,29.5,60.18,37.27
271,271,271,271,271,271,07/06/2020 19:00,40.23,64.38,36.48
272,272,272,272,272,272,07/06/2020 20:00,69.82,71.58,35.33
273,273,273,273,273,273,07/06/2020 21:00,94.69,72.61,34.91
274,274,274,274,274,274,07/06/2020 22:00,107.58,73.65,34.58
275,275,275,275,275,275,07/06/2020 23:00,102.76,76.31,34.22
276,276,276,276,276,276,08/06/2020 00:00,94.28,78.2,33.6
277,277,277,277,277,277,08/06/2020 01:00,55.55,75.22,33.58
278,278,278,278,278,278,08/06/2020 02:00,32.75,74.03,33.43
279,279,279,279,279,279,08/06/2020 03:00,28.29,72.63,33.28
280,280,280,280,280,280,08/06/2020 04:00,27.36,73.73,32.96
281,281,281,281,281,281,08/06/2020 05:00,27.16,73.62,32.78
282,282,282,282,282,282,08/06/2020 06:00,27.25,73.81,32.54
283,283,283,283,283,283,08/06/2020 07:00,28.96,72.7,32.88
284,284,284,284,284,284,08/06/2020 08:00,31.17,68.58,34.1
285,285,285,285,285,285,08/06/2020 09:00,27.37,62.08,35.53
286,286,286,286,286,286,08/06/2020 10:00,27.28,56.98,37.15
287,287,287,287,287,287,08/06/2020 11:00,27.03,55.13,37.81
288,288,288,288,288,288,08/06/2020 12:00,25.58,53.31,39.04
289,289,289,289,289,289,08/06/2020 13:00,26.26,51.78,39.48
290,290,290,290,290,290,08/06/2020 14:00,24.61,51.09,39.63
291,291,291,291,291,291,08/06/2020 15:00,26.23,50.47,39.92
292,292,292,292,292,292,08/06/2020 16:00,25.84,51.98,39.58
293,293,293,293,293,293,08/06/2020 17:00,27.03,52.56,39.18
294,294,294,294,294,294,08/06/2020 18:00,33.61,59.58,38.11
295,295,295,295,295,295,08/06/2020 19:00,46.83,65.14,36.77
296,296,296,296,296,296,08/06/2020 20:00,67.25,68.54,35.82
297,297,297,297,297,297,08/06/2020 21:00,74.54,70.58,35.23
298,298,298,298,298,298,08/06/2020 22:00,77.68,72.27,34.55
299,299,299,299,299,299,08/06/2020 23:00,76.51,76.08,33.48
300,300,300,300,300,300,09/06/2020 00:00,64.09,77.39,32.92
301,301,301,301,301,301,09/06/2020 01:00,45.11,78.91,32.35
302,302,302,302,302,302,09/06/2020 02:00,35.16,80.92,31.91
303,303,303,303,303,303,09/06/2020 03:00,29.47,81.28,31.77
304,304,304,304,304,304,09/06/2020 04:00,29.8,80.93,31.66
305,305,305,305,305,305,09/06/2020 05:00,29.53,82.48,31.48
306,306,306,306,306,306,09/06/2020 06:00,31.96,82.85,31.36
307,307,307,307,307,307,09/06/2020 07:00,35.91,80.42,31.93
308,308,308,308,308,308,09/06/2020 08:00,35.98,76.13,33.45
309,309,309,309,309,309,09/06/2020 09:00,38.27,73.22,34.43
310,310,310,310,310,310,09/06/2020 10:00,35.23,66.83,36.03
311,311,311,311,311,311,09/06/2020 11:00,34.13,63.37,36.8
312,312,312,312,312,312,09/06/2020 12:00,31.26,60.03,37.96
313,313,313,313,313,313,09/06/2020 13:00,28.87,58.95,38.16
314,314,314,314,314,314,09/06/2020 14:00,27.18,58.41,38.22
315,315,315,315,315,315,09/06/2020 15:00,26.53,57.69,38.28
316,316,316,316,316,316,09/06/2020 16:00,28.26,58.03,37.98
317,317,317,317,317,317,09/06/2020 17:00,28.6,53.82,37.89
318,318,318,318,318,318,09/06/2020 18:00,35.05,63.12,36.77
319,319,319,319,319,319,09/06/2020 19:00,46.93,68.6,35.65
320,320,320,320,320,320,09/06/2020 20:00,57.73,71.92,34.58
321,321,321,321,321,321,09/06/2020 21:00,66.47,73.42,33.89
322,322,322,322,322,322,09/06/2020 22:00,71.45,75.37,33.39
323,323,323,323,323,323,09/06/2020 23:00,64.48,78.9,32.78
324,324,324,324,324,324,10/06/2020 00:00,59.69,82.5,32.24
325,325,325,325,325,325,10/06/2020 01:00,56.23,84.03,32.05
326,326,326,326,326,326,10/06/2020 02:00,42.92,85.82,31.88
327,327,327,327,327,327,10/06/2020 03:00,36.39,89.07,31.57
328,328,328,328,328,328,10/06/2020 04:00,31.72,92.53,31.3
329,329,329,329,329,329,10/06/2020 05:00,30.92,94.93,31.06
330,330,330,330,330,330,10/06/2020 06:00,30.97,96.76,30.86
331,331,331,331,331,331,10/06/2020 07:00,32.88,95.2,31.07
332,332,332,332,332,332,10/06/2020 08:00,33.82,89.07,32.27
333,333,333,333,333,333,10/06/2020 09:00,34.09,83.58,33.29
334,334,334,334,334,334,10/06/2020 10:00,33.52,77.33,34.67
335,335,335,335,335,335,10/06/2020 11:00,32.88,72.56,35.91
336,336,336,336,336,336,10/06/2020 12:00,31.04,65.67,37.07
337,337,337,337,337,337,10/06/2020 13:00,28.0,59.53,37.88
338,338,338,338,338,338,10/06/2020 14:00,28.03,61.48,37.68
339,339,339,339,339,339,10/06/2020 15:00,28.68,61.13,37.43
340,340,340,340,340,340,10/06/2020 16:00,30.13,61.58,37.42
341,341,341,341,341,341,10/06/2020 17:00,29.26,65.53,35.93
342,342,342,342,342,342,10/06/2020 18:00,36.83,75.17,35.65
343,343,343,343,343,343,10/06/2020 19:00,30.88,91.48,29.54
344,344,344,344,344,344,10/06/2020 20:00,26.01,100.0,26.1
345,345,345,345,345,345,10/06/2020 21:00,28.06,100.0,26.97
346,346,346,346,346,346,10/06/2020 22:00,26.82,100.0,27.08
347,347,347,347,347,347,10/06/2020 23:00,28.76,100.0,27.52
348,348,348,348,348,348,11/06/2020 00:00,29.61,100.0,27.57
349,349,349,349,349,349,11/06/2020 01:00,32.0,100.0,27.73
350,350,350,350,350,350,11/06/2020 02:00,23.47,98.87,27.11
351,351,351,351,351,351,11/06/2020 03:00,24.05,97.93,27.26
352,352,352,352,352,352,11/06/2020 04:00,26.65,98.88,27.26
353,353,353,353,353,353,11/06/2020 05:00,32.52,99.53,27.38
354,354,354,354,354,354,11/06/2020 06:00,29.38,99.84,27.43
355,355,355,355,355,355,11/06/2020 07:00,28.91,97.03,27.89
356,356,356,356,356,356,11/06/2020 08:00,30.42,94.78,29.02
357,357,357,357,357,357,11/06/2020 09:00,36.69,92.1,30.3
358,358,358,358,358,358,11/06/2020 10:00,42.16,91.77,31.38
359,359,359,359,359,359,11/06/2020 11:00,41.53,88.82,32.17
360,360,360,360,360,360,11/06/2020 12:00,37.68,81.33,34.15
361,361,361,361,361,361,11/06/2020 13:00,35.47,76.83,35.29
362,362,362,362,362,362,11/06/2020 14:00,33.07,72.54,35.83
363,363,363,363,363,363,11/06/2020 15:00,33.31,71.21,36.01
364,364,364,364,364,364,11/06/2020 16:00,33.02,72.1,35.63
365,365,365,365,365,365,11/06/2020 17:00,32.16,75.19,35.44
366,366,366,366,366,366,11/06/2020 18:00,34.55,80.8,34.8
367,367,367,367,367,367,11/06/2020 19:00,41.79,99.59,30.25
368,368,368,368,368,368,11/06/2020 20:00,58.06,99.41,31.12
369,369,369,369,369,369,11/06/2020 21:00,61.54,97.17,31.32
370,370,370,370,370,370,11/06/2020 22:00,45.43,98.88,29.53
371,371,371,371,371,371,11/06/2020 23:00,25.5,99.38,27.7
372,372,372,372,372,372,12/06/2020 00:00,26.23,100.0,27.16
373,373,373,373,373,373,12/06/2020 01:00,39.11,100.0,27.2
374,374,374,374,374,374,12/06/2020 02:00,80.08,100.0,27.63
375,375,375,375,375,375,12/06/2020 03:00,64.03,100.0,28.49
376,376,376,376,376,376,12/06/2020 04:00,54.26,100.0,28.89
377,377,377,377,377,377,12/06/2020 05:00,39.84,99.86,28.87
378,378,378,378,378,378,12/06/2020 06:00,30.42,98.87,28.75
379,379,379,379,379,379,12/06/2020 07:00,28.43,94.77,29.23
380,380,380,380,380,380,12/06/2020 08:00,29.34,90.63,30.41
381,381,381,381,381,381,12/06/2020 09:00,30.3,86.07,31.92
382,382,382,382,382,382,12/06/2020 10:00,30.52,78.19,34.04
383,383,383,383,383,383,12/06/2020 11:00,30.73,74.39,34.59
384,384,384,384,384,384,12/06/2020 12:00,32.01,73.25,34.63
385,385,385,385,385,385,12/06/2020 13:00,32.49,69.78,35.66
386,386,386,386,386,386,12/06/2020 14:00,29.33,64.49,36.41
387,387,387,387,387,387,12/06/2020 15:00,30.13,66.12,36.68
388,388,388,388,388,388,12/06/2020 16:00,30.59,70.76,36.44
389,389,389,389,389,389,12/06/2020 17:00,32.6,77.89,35.63
390,390,390,390,390,390,12/06/2020 18:00,31.28,74.73,34.32
391,391,391,391,391,391,12/06/2020 19:00,27.48,79.52,31.72
392,392,392,392,392,392,12/06/2020 20:00,25.78,84.31,30.56
393,393,393,393,393,393,12/06/2020 21:00,25.6,81.91,30.43
394,394,394,394,394,394,12/06/2020 22:00,27.71,85.14,30.33
