,Unnamed: 0,timestamp,PM2.5,humidity,temperature
118,118,01/06/2020 10:00,19.04,55.27,35.54
119,119,01/06/2020 11:00,18.88,49.93,36.71
120,120,01/06/2020 12:00,18.43,46.05,37.98
121,121,01/06/2020 13:00,18.58,43.73,39.11
122,122,01/06/2020 14:00,17.72,42.08,40.18
123,123,01/06/2020 15:00,17.63,40.07,41.38
124,124,01/06/2020 16:00,17.44,42.52,41.57
125,125,01/06/2020 17:00,16.99,47.26,38.67
126,126,01/06/2020 18:00,16.67,62.19,30.83
127,127,01/06/2020 19:00,18.53,66.53,30.47
128,128,01/06/2020 20:00,24.92,74.89,29.43
129,129,01/06/2020 21:00,26.29,81.32,28.57
130,130,01/06/2020 22:00,23.02,78.03,28.77
131,131,01/06/2020 23:00,23.69,78.93,28.76
132,132,02/06/2020 00:00,24.97,80.98,29.02
133,133,02/06/2020 01:00,29.18,81.78,29.12
134,134,02/06/2020 02:00,34.99,81.64,29.29
135,135,02/06/2020 03:00,36.97,82.1,29.28
136,136,02/06/2020 04:00,40.97,84.08,28.93
137,137,02/06/2020 05:00,54.19,84.09,28.87
138,138,02/06/2020 06:00,40.7,81.36,29.35
139,139,02/06/2020 07:00,41.63,81.24,30.23
140,140,02/06/2020 08:00,42.21,78.92,31.08
141,141,02/06/2020 09:00,39.53,70.88,32.73
142,142,02/06/2020 10:00,20.97,54.32,34.9
143,143,02/06/2020 11:00,17.69,48.23,36.35
144,144,02/06/2020 12:00,18.1,46.53,37.72
145,145,02/06/2020 13:00,17.16,44.3,38.69
146,146,02/06/2020 14:00,16.85,42.56,39.63
147,147,02/06/2020 15:00,16.11,39.84,40.85
148,148,02/06/2020 16:00,16.19,34.81,43.4
149,149,02/06/2020 17:00,16.85,41.71,39.83
150,150,02/06/2020 18:00,18.57,72.91,30.78
151,151,02/06/2020 19:00,21.58,61.12,31.71
152,152,02/06/2020 20:00,31.06,65.03,31.19
153,153,02/06/2020 21:00,70.18,70.57,30.98
154,154,02/06/2020 22:00,77.07,74.92,30.72
155,155,02/06/2020 23:00,62.62,77.02,30.84
156,156,03/06/2020 00:00,50.93,77.93,30.7
157,157,03/06/2020 01:00,32.38,76.53,30.76
158,158,03/06/2020 02:00,23.18,74.93,30.54
159,159,03/06/2020 03:00,21.94,74.98,30.43
160,160,03/06/2020 04:00,20.78,77.49,30.18
161,161,03/06/2020 05:00,20.48,78.01,29.96
162,162,03/06/2020 06:00,21.54,78.78,30.01
163,163,03/06/2020 07:00,24.21,76.27,31.31
164,164,03/06/2020 08:00,25.36,72.03,32.52
165,165,03/06/2020 09:00,26.38,64.68,34.13
166,166,03/06/2020 10:00,23.6,58.13,35.48
167,167,03/06/2020 11:00,23.58,54.6,36.21
168,168,03/06/2020 12:00,23.73,51.49,37.14
169,169,03/06/2020 13:00,23.29,47.83,38.86
170,170,03/06/2020 14:00,22.07,44.88,39.88
171,171,03/06/2020 15:00,20.46,40.3,41.83
172,172,03/06/2020 16:00,22.78,46.3,40.14
173,173,03/06/2020 17:00,25.23,47.64,39.16
174,174,03/06/2020 18:00,29.78,52.88,37.33
175,175,03/06/2020 19:00,40.18,62.1,34.34
176,176,03/06/2020 20:00,52.26,64.96,32.95
177,177,03/06/2020 21:00,52.78,66.58,32.16
178,178,03/06/2020 22:00,42.08,68.57,31.65
179,179,03/06/2020 23:00,33.16,71.45,31.31
180,180,04/06/2020 00:00,27.73,73.43,31.15
181,181,04/06/2020 01:00,22.61,76.57,30.79
182,182,04/06/2020 02:00,19.1,80.09,30.33
183,183,04/06/2020 03:00,19.56,80.57,30.3
184,184,04/06/2020 04:00,19.95,81.43,30.13
185,185,04/06/2020 05:00,19.38,81.91,29.91
186,186,04/06/2020 06:00,19.82,81.68,29.99
187,187,04/06/2020 07:00,21.08,79.89,30.72
188,188,04/06/2020 08:00,22.49,75.88,32.02
189,189,04/06/2020 09:00,26.19,71.83,33.63
190,190,04/06/2020 10:00,26.63,66.24,35.08
191,191,04/06/2020 11:00,25.77,60.68,36.21
192,192,04/06/2020 12:00,24.24,52.93,38.03
193,193,04/06/2020 13:00,21.22,45.54,39.6
194,194,04/06/2020 14:00,26.48,43.66,41.33
195,195,04/06/2020 15:00,20.15,44.17,40.04
196,196,04/06/2020 16:00,18.91,41.54,41.65
197,197,04/06/2020 17:00,22.08,45.72,40.48
198,198,04/06/2020 18:00,37.75,53.54,37.05
199,199,04/06/2020 19:00,66.32,59.75,34.53
200,200,04/06/2020 20:00,80.49,61.98,33.58
201,201,04/06/2020 21:00,59.72,62.7,32.9
202,202,04/06/2020 22:00,65.89,65.38,32.45
203,203,04/06/2020 23:00,50.17,68.07,32.0
204,204,05/06/2020 00:00,38.92,69.43,31.78
205,205,05/06/2020 01:00,28.68,72.38,31.34
206,206,05/06/2020 02:00,21.07,76.45,30.91
207,207,05/06/2020 03:00,19.18,78.1,30.82
208,208,05/06/2020 04:00,19.25,80.11,30.66
209,209,05/06/2020 05:00,19.56,81.12,30.38
210,210,05/06/2020 06:00,22.33,81.33,30.29
211,211,05/06/2020 07:00,24.74,79.73,30.9
212,212,05/06/2020 08:00,25.97,77.76,31.68
213,213,05/06/2020 09:00,28.59,76.87,31.98
214,214,05/06/2020 10:00,43.12,74.99,32.61
215,215,05/06/2020 11:00,50.05,70.04,33.91
216,216,05/06/2020 12:00,57.14,63.11,35.52
217,217,05/06/2020 13:00,41.86,56.6,37.01
218,218,05/06/2020 14:00,26.78,47.43,38.9
219,219,05/06/2020 15:00,26.64,49.25,38.04
220,220,05/06/2020 16:00,22.9,52.03,38.63
221,221,05/06/2020 17:00,22.91,44.72,40.62
222,222,05/06/2020 18:00,25.83,50.86,37.39
223,223,05/06/2020 19:00,50.92,60.43,35.24
224,224,05/06/2020 20:00,72.43,64.76,34.03
225,225,05/06/2020 21:00,75.73,63.11,33.3
226,226,05/06/2020 22:00,72.78,66.13,32.49
227,227,05/06/2020 23:00,57.36,68.2,32.26
228,228,06/06/2020 00:00,41.38,70.51,31.95
229,229,06/06/2020 01:00,34.03,72.13,31.58
230,230,06/06/2020 02:00,31.02,73.97,31.34
231,231,06/06/2020 03:00,27.11,77.37,30.8
232,232,06/06/2020 04:00,26.54,77.48,30.78
233,233,06/06/2020 05:00,23.82,77.38,30.87
234,234,06/06/2020 06:00,23.13,79.85,30.44
235,235,06/06/2020 07:00,23.98,77.18,31.28
236,236,06/06/2020 08:00,25.09,72.62,32.42
237,237,06/06/2020 09:00,29.86,68.42,33.6
238,238,06/06/2020 10:00,30.0,59.25,35.52
239,239,06/06/2020 11:00,25.08,52.75,37.27
240,240,06/06/2020 12:00,19.35,46.8,37.78
241,241,06/06/2020 13:00,17.8,48.38,37.14
242,242,06/06/2020 14:00,18.24,50.45,36.93
243,243,06/06/2020 15:00,21.0,51.88,36.89
244,244,06/06/2020 16:00,25.11,52.83,37.25
245,245,06/06/2020 17:00,17.84,43.47,39.88
246,246,06/06/2020 18:00,20.43,51.36,36.53
247,247,06/06/2020 19:00,31.49,55.93,35.52
248,248,06/06/2020 20:00,95.13,63.08,34.35
249,249,06/06/2020 21:00,151.99,64.53,33.58
250,250,06/06/2020 22:00,140.33,65.88,33.11
251,251,06/06/2020 23:00,97.23,66.99,32.93
252,252,07/06/2020 00:00,60.94,66.36,32.98
253,253,07/06/2020 01:00,44.22,65.46,33.07
254,254,07/06/2020 02:00,33.68,65.43,32.86
255,255,07/06/2020 03:00,26.87,65.51,32.58
256,256,07/06/2020 04:00,22.54,66.05,32.3
257,257,07/06/2020 05:00,19.5,64.94,32.23
258,258,07/06/2020 06:00,18.27,64.88,32.11
259,259,07/06/2020 07:00,17.61,59.18,33.6
260,260,07/06/2020 08:00,19.5,55.48,34.78
261,261,07/06/2020 09:00,18.46,50.55,35.99
262,262,07/06/2020 10:00,20.98,49.83,36.75
263,263,07/06/2020 11:00,18.8,49.45,37.36
264,264,07/06/2020 12:00,17.38,45.92,38.54
265,265,07/06/2020 13:00,17.25,42.67,39.73
266,266,07/06/2020 14:00,19.89,40.08,40.33
267,267,07/06/2020 15:00,17.14,37.85,41.07
268,268,07/06/2020 16:00,14.55,37.0,40.68
269,269,07/06/2020 17:00,15.72,40.05,39.15
270,270,07/06/2020 18:00,18.92,41.92,38.51
271,271,07/06/2020 19:00,31.88,44.99,37.57
272,272,07/06/2020 20:00,48.3,54.66,36.23
273,273,07/06/2020 21:00,70.49,58.99,35.19
274,274,07/06/2020 22:00,84.91,60.28,34.63
275,275,07/06/2020 23:00,79.38,61.08,34.49
276,276,08/06/2020 00:00,69.46,62.48,34.13
277,277,08/06/2020 01:00,44.08,61.38,33.91
278,278,08/06/2020 02:00,24.34,57.45,33.84
279,279,08/06/2020 03:00,16.16,53.13,34.03
280,280,08/06/2020 04:00,17.17,55.02,33.59
281,281,08/06/2020 05:00,16.48,56.89,33.02
282,282,08/06/2020 06:00,16.17,56.21,32.95
283,283,08/06/2020 07:00,15.68,52.76,33.69
284,284,08/06/2020 08:00,16.66,49.94,34.7
285,285,08/06/2020 09:00,17.53,47.61,35.93
286,286,08/06/2020 10:00,16.16,43.85,37.28
287,287,08/06/2020 11:00,14.56,41.76,38.61
288,288,08/06/2020 12:00,16.08,40.03,39.48
289,289,08/06/2020 13:00,13.85,36.8,41.03
290,290,08/06/2020 14:00,14.03,35.11,42.13
291,291,08/06/2020 15:00,13.93,32.95,43.03
292,292,08/06/2020 16:00,14.3,33.15,43.65
293,293,08/06/2020 17:00,14.45,31.0,44.95
294,294,08/06/2020 18:00,16.94,38.66,41.44
295,295,08/06/2020 19:00,26.47,51.57,37.1
296,296,08/06/2020 20:00,35.61,55.03,35.94
297,297,08/06/2020 21:00,41.24,56.8,35.57
298,298,08/06/2020 22:00,43.42,56.69,35.38
299,299,08/06/2020 23:00,44.8,58.04,34.78
300,300,09/06/2020 00:00,40.2,57.64,34.52
301,301,09/06/2020 01:00,35.16,61.13,33.48
302,302,09/06/2020 02:00,23.44,59.79,33.18
303,303,09/06/2020 03:00,20.42,63.55,32.33
304,304,09/06/2020 04:00,18.56,66.28,31.81
305,305,09/06/2020 05:00,18.11,66.27,31.89
306,306,09/06/2020 06:00,18.66,66.18,32.06
307,307,09/06/2020 07:00,19.98,62.91,33.23
308,308,09/06/2020 08:00,22.24,56.83,35.23
309,309,09/06/2020 09:00,20.38,52.43,36.33
310,310,09/06/2020 10:00,20.84,45.15,37.54
311,311,09/06/2020 11:00,16.05,42.63,38.42
312,312,09/06/2020 12:00,15.97,41.73,39.32
313,313,09/06/2020 13:00,14.94,39.29,39.98
314,314,09/06/2020 14:00,14.57,38.33,40.61
315,315,09/06/2020 15:00,15.4,36.98,41.85
316,316,09/06/2020 16:00,15.67,41.67,40.94
317,317,09/06/2020 17:00,14.93,39.78,40.36
318,318,09/06/2020 18:00,19.53,49.23,37.11
319,319,09/06/2020 19:00,26.95,52.59,35.35
320,320,09/06/2020 20:00,38.94,58.23,33.21
321,321,09/06/2020 21:00,46.53,59.78,33.69
322,322,09/06/2020 22:00,47.73,61.69,33.13
323,323,09/06/2020 23:00,47.52,64.96,32.68
324,324,10/06/2020 00:00,43.98,67.3,32.39
325,325,10/06/2020 01:00,32.38,67.06,32.33
326,326,10/06/2020 02:00,27.43,69.24,32.08
327,327,10/06/2020 03:00,21.23,71.2,31.92
328,328,10/06/2020 04:00,19.85,76.23,31.33
329,329,10/06/2020 05:00,19.86,79.31,31.02
330,330,10/06/2020 06:00,19.33,80.51,30.79
331,331,10/06/2020 07:00,19.48,79.05,31.33
332,332,10/06/2020 08:00,20.29,74.08,32.41
333,333,10/06/2020 09:00,18.95,66.9,33.95
334,334,10/06/2020 10:00,19.5,63.04,35.33
335,335,10/06/2020 11:00,18.38,55.97,37.1
336,336,10/06/2020 12:00,16.58,49.09,38.14
337,337,10/06/2020 13:00,15.03,40.82,40.06
338,338,10/06/2020 14:00,14.75,39.08,40.59
339,339,10/06/2020 15:00,15.36,40.06,40.73
340,340,10/06/2020 16:00,16.11,49.3,37.66
341,341,10/06/2020 17:00,16.1,60.88,34.2
342,342,10/06/2020 18:00,21.08,61.78,34.64
343,343,10/06/2020 19:00,15.8,89.1,25.7
344,344,10/06/2020 20:00,12.93,90.5,24.89
345,345,10/06/2020 21:00,12.94,90.36,25.43
346,346,10/06/2020 22:00,12.88,90.92,26.12
347,347,10/06/2020 23:00,12.91,91.28,26.06
348,348,11/06/2020 00:00,13.19,91.11,26.63
349,349,11/06/2020 01:00,13.33,90.93,27.11
350,350,11/06/2020 02:00,14.72,90.69,26.36
351,351,11/06/2020 03:00,14.44,89.01,26.83
352,352,11/06/2020 04:00,14.5,87.55,26.85
353,353,11/06/2020 05:00,16.34,87.36,27.21
354,354,11/06/2020 06:00,17.95,86.84,27.38
355,355,11/06/2020 07:00,17.81,84.66,28.12
356,356,11/06/2020 08:00,18.96,77.75,29.41
357,357,11/06/2020 09:00,20.73,76.65,30.23
358,358,11/06/2020 10:00,22.57,76.23,31.29
359,359,11/06/2020 11:00,22.18,72.95,32.48
360,360,11/06/2020 12:00,22.46,64.29,35.13
361,361,11/06/2020 13:00,21.62,57.08,37.12
362,362,11/06/2020 14:00,19.88,55.58,37.42
363,363,11/06/2020 15:00,18.13,52.66,37.98
364,364,11/06/2020 16:00,17.7,53.53,37.98
365,365,11/06/2020 17:00,17.03,50.28,39.26
366,366,11/06/2020 18:00,20.03,61.48,36.22
367,367,11/06/2020 19:00,21.55,71.82,32.62
368,368,11/06/2020 20:00,32.64,75.17,32.48
369,369,11/06/2020 21:00,29.52,80.82,30.46
370,370,11/06/2020 22:00,16.73,83.44,27.71
371,371,11/06/2020 23:00,14.45,87.51,26.84
372,372,12/06/2020 00:00,14.34,88.44,26.94
373,373,12/06/2020 01:00,17.72,88.78,27.42
374,374,12/06/2020 02:00,36.44,89.23,28.15
375,375,12/06/2020 03:00,40.08,88.98,28.72
376,376,12/06/2020 04:00,35.32,87.25,28.95
377,377,12/06/2020 05:00,28.78,85.53,29.16
378,378,12/06/2020 06:00,21.12,81.73,29.24
379,379,12/06/2020 07:00,16.36,75.76,30.0
380,380,12/06/2020 08:00,16.46,69.28,31.34
381,381,12/06/2020 09:00,16.0,65.74,32.38
382,382,12/06/2020 10:00,15.93,58.53,34.98
383,383,12/06/2020 11:00,15.3,53.42,35.86
384,384,12/06/2020 12:00,15.65,52.84,35.91
385,385,12/06/2020 13:00,16.73,50.41,37.43
386,386,12/06/2020 14:00,15.18,43.97,39.43
387,387,12/06/2020 15:00,15.42,42.13,40.33
388,388,12/06/2020 16:00,17.74,44.53,41.49
389,389,12/06/2020 17:00,19.7,53.27,39.02
390,390,12/06/2020 18:00,17.11,54.34,34.24
391,391,12/06/2020 19:00,16.33,60.21,32.14
392,392,12/06/2020 20:00,15.19,68.58,30.49
393,393,12/06/2020 21:00,14.73,68.28,30.04
394,394,12/06/2020 22:00,14.95,71.08,29.78
395,395,12/06/2020 23:00,19.36,73.46,29.98
396,396,13/06/2020 00:00,31.85,75.56,29.98
397,397,13/06/2020 01:00,33.88,77.43,29.86
398,398,13/06/2020 02:00,29.15,77.38,29.83
399,399,13/06/2020 03:00,22.78,76.18,29.68
400,400,13/06/2020 04:00,17.46,74.6,29.4
401,401,13/06/2020 05:00,18.38,73.86,29.41
402,402,13/06/2020 06:00,18.22,75.58,29.53
403,403,13/06/2020 07:00,19.12,72.79,30.66
404,404,13/06/2020 08:00,18.37,69.55,31.69
405,405,13/06/2020 09:00,17.45,64.84,33.14
406,406,13/06/2020 10:00,17.43,59.82,34.63
407,407,13/06/2020 11:00,17.31,58.38,35.35
408,408,13/06/2020 12:00,16.71,56.49,36.48
409,409,13/06/2020 13:00,16.68,53.28,37.35
410,410,13/06/2020 14:00,18.11,52.13,37.62
411,411,13/06/2020 15:00,18.06,48.98,38.64
412,412,13/06/2020 16:00,16.73,45.68,40.23
413,413,13/06/2020 17:00,18.25,59.32,36.35
414,414,13/06/2020 18:00,20.3,64.28,35.31
415,415,13/06/2020 19:00,23.81,70.48,33.41
416,416,13/06/2020 20:00,25.4,73.48,32.51
417,417,13/06/2020 21:00,27.92,75.71,31.91
418,418,13/06/2020 22:00,31.42,78.28,31.58
419,419,13/06/2020 23:00,33.06,79.9,31.37
420,420,14/06/2020 00:00,26.12,81.6,31.03
421,421,14/06/2020 01:00,28.63,81.78,30.97
422,422,14/06/2020 02:00,17.72,81.9,30.92
423,423,14/06/2020 03:00,17.78,84.48,30.53
424,424,14/06/2020 04:00,17.54,87.03,29.63
425,425,14/06/2020 05:00,17.03,84.76,29.93
426,426,14/06/2020 06:00,18.36,84.59,30.08
427,427,14/06/2020 07:00,23.15,85.01,30.4
428,428,14/06/2020 08:00,19.59,76.38,32.43
429,429,14/06/2020 09:00,17.98,70.65,33.06
430,430,14/06/2020 10:00,19.63,64.63,34.39
431,431,14/06/2020 11:00,19.16,59.18,35.53
432,432,14/06/2020 12:00,18.99,59.82,34.95
433,433,14/06/2020 13:00,23.47,67.95,33.42
434,434,14/06/2020 14:00,27.41,77.32,31.88
435,435,14/06/2020 15:00,20.85,82.46,29.05
436,436,14/06/2020 16:00,17.22,92.03,25.57
437,437,14/06/2020 17:00,27.48,88.91,27.88
438,438,14/06/2020 18:00,34.5,87.9,28.2
439,439,14/06/2020 19:00,22.78,84.67,28.05
440,440,14/06/2020 20:00,17.13,82.44,27.98
441,441,14/06/2020 21:00,17.86,82.77,28.18
442,442,14/06/2020 22:00,26.47,85.85,28.02
443,443,14/06/2020 23:00,30.12,86.73,27.82
444,444,15/06/2020 00:00,33.27,87.92,27.94
445,445,15/06/2020 01:00,51.66,89.53,27.75
446,446,15/06/2020 02:00,33.87,94.48,26.24
447,447,15/06/2020 03:00,15.43,95.27,25.63
448,448,15/06/2020 04:00,14.36,94.88,25.7
449,449,15/06/2020 05:00,42.93,95.17,25.49
450,450,15/06/2020 06:00,43.41,95.58,25.18
451,451,15/06/2020 07:00,39.69,95.74,25.1
452,452,15/06/2020 08:00,30.29,95.7,25.28
453,453,15/06/2020 09:00,33.13,95.41,25.58
454,454,15/06/2020 10:00,35.92,95.01,26.03
455,455,15/06/2020 11:00,34.66,93.95,26.48
456,456,15/06/2020 12:00,36.33,93.57,26.99
457,457,15/06/2020 13:00,38.14,91.48,27.84
458,458,15/06/2020 14:00,38.39,84.17,29.86
459,459,15/06/2020 15:00,37.23,78.21,31.37
460,460,15/06/2020 16:00,26.93,64.63,34.5
461,461,15/06/2020 17:00,22.98,62.89,34.33
462,462,15/06/2020 18:00,24.43,68.38,32.76
463,463,15/06/2020 19:00,24.74,73.67,31.31
464,464,15/06/2020 20:00,21.38,73.53,30.92
465,465,15/06/2020 21:00,17.88,76.95,30.48
466,466,15/06/2020 22:00,17.65,79.52,30.13
467,467,15/06/2020 23:00,18.38,81.86,29.73
468,468,16/06/2020 00:00,19.33,83.42,29.48
469,469,16/06/2020 01:00,18.83,83.9,29.38
470,470,16/06/2020 02:00,18.46,84.43,29.37
471,471,16/06/2020 03:00,18.16,85.14,29.36
472,472,16/06/2020 04:00,16.73,84.17,29.22
473,473,16/06/2020 05:00,17.53,83.79,29.0
474,474,16/06/2020 06:00,17.47,84.04,29.08
475,475,16/06/2020 07:00,17.43,82.16,29.62
476,476,16/06/2020 08:00,18.15,78.47,30.85
477,477,16/06/2020 09:00,17.88,70.02,32.88
478,478,16/06/2020 10:00,16.23,67.98,32.88
479,479,16/06/2020 11:00,15.44,60.58,34.68
480,480,16/06/2020 12:00,14.68,54.83,36.13
481,481,16/06/2020 13:00,14.04,51.01,36.68
482,482,16/06/2020 14:00,14.19,46.67,38.24
483,483,16/06/2020 15:00,15.27,51.76,36.93
484,484,16/06/2020 16:00,15.93,56.67,36.16
485,485,16/06/2020 17:00,16.41,60.93,34.9
486,486,16/06/2020 18:00,18.38,67.05,33.09
487,487,16/06/2020 19:00,18.35,67.97,31.9
488,488,16/06/2020 20:00,19.32,69.52,31.43
489,489,16/06/2020 21:00,19.47,71.85,31.13
490,490,16/06/2020 22:00,19.74,73.1,30.92
491,491,16/06/2020 23:00,18.8,74.43,30.68
492,492,17/06/2020 00:00,16.36,76.18,30.43
493,493,17/06/2020 01:00,16.75,77.78,30.21
494,494,17/06/2020 02:00,16.53,78.94,30.07
495,495,17/06/2020 03:00,17.49,79.35,29.99
496,496,17/06/2020 04:00,17.69,79.93,29.91
497,497,17/06/2020 05:00,16.99,81.9,29.53
498,498,17/06/2020 06:00,17.22,79.84,29.73
499,499,17/06/2020 07:00,17.85,75.13,30.9
500,500,17/06/2020 08:00,17.73,71.75,31.53
501,501,17/06/2020 09:00,16.88,62.34,34.13
502,502,17/06/2020 10:00,16.43,60.33,34.43
503,503,17/06/2020 11:00,16.58,57.8,35.43
504,504,17/06/2020 12:00,16.2,54.88,36.31
505,505,17/06/2020 13:00,14.58,51.84,36.58
506,506,17/06/2020 14:00,14.57,51.73,36.68
507,507,17/06/2020 15:00,14.58,52.76,36.49
508,508,17/06/2020 16:00,14.33,53.33,36.03
509,509,17/06/2020 17:00,14.38,53.87,35.63
510,510,17/06/2020 18:00,15.01,56.63,34.86
511,511,17/06/2020 19:00,20.65,64.86,33.79
512,512,17/06/2020 20:00,23.36,69.23,32.54
513,513,17/06/2020 21:00,22.81,71.81,31.53
514,514,17/06/2020 22:00,21.29,72.53,31.09
515,515,17/06/2020 23:00,18.57,73.97,30.88
