,Unnamed: 0,timestamp,PM2.5,humidity,temperature
61,61,30/05/2020 01:00,31.58,79.8,29.16
62,62,30/05/2020 02:00,30.27,82.55,28.83
63,63,30/05/2020 03:00,29.26,84.34,28.41
64,64,30/05/2020 04:00,26.89,83.84,28.48
65,65,30/05/2020 05:00,26.97,85.34,28.24
66,66,30/05/2020 06:00,26.5,86.16,28.23
67,67,30/05/2020 07:00,27.03,83.7,29.18
68,68,30/05/2020 08:00,26.78,75.03,31.43
69,69,30/05/2020 09:00,27.44,67.51,33.51
70,70,30/05/2020 10:00,25.13,62.1,34.55
71,71,30/05/2020 11:00,24.08,56.67,35.44
72,72,30/05/2020 12:00,22.48,49.72,36.88
73,73,30/05/2020 13:00,22.17,44.62,39.16
74,74,30/05/2020 14:00,21.61,42.35,39.8
75,75,30/05/2020 15:00,21.38,44.64,39.26
76,76,30/05/2020 16:00,21.57,44.48,39.61
77,77,30/05/2020 17:00,21.36,40.69,41.14
78,78,30/05/2020 18:00,24.34,50.26,37.21
79,79,30/05/2020 19:00,53.39,58.23,33.83
80,80,30/05/2020 20:00,58.63,69.55,31.87
81,81,30/05/2020 21:00,56.78,82.56,29.34
82,82,30/05/2020 22:00,25.19,84.62,27.93
83,83,30/05/2020 23:00,20.75,81.59,27.98
84,84,31/05/2020 00:00,23.0,80.7,28.38
85,85,31/05/2020 01:00,27.85,84.42,28.23
86,86,31/05/2020 02:00,30.63,87.26,28.36
87,87,31/05/2020 03:00,23.52,88.33,28.55
88,88,31/05/2020 04:00,24.05,88.82,28.6
89,89,31/05/2020 05:00,26.62,88.83,28.5
90,90,31/05/2020 06:00,30.33,88.76,28.46
91,91,31/05/2020 07:00,33.26,85.01,29.66
92,92,31/05/2020 08:00,39.09,76.78,31.66
93,93,31/05/2020 09:00,36.75,68.4,33.69
94,94,31/05/2020 10:00,29.88,59.33,35.51
95,95,31/05/2020 11:00,26.94,54.43,36.93
96,96,31/05/2020 12:00,22.02,48.67,38.23
97,97,31/05/2020 13:00,21.27,47.93,38.93
98,98,31/05/2020 14:00,19.86,44.83,39.17
99,99,31/05/2020 15:00,19.14,45.73,38.53
100,100,31/05/2020 16:00,19.2,45.43,38.17
101,101,31/05/2020 17:00,20.53,46.53,39.13
102,102,31/05/2020 18:00,22.54,54.8,35.82
103,103,31/05/2020 19:00,25.89,60.49,34.43
104,104,31/05/2020 20:00,35.94,64.24,33.64
105,105,31/05/2020 21:00,51.33,68.44,32.73
106,106,31/05/2020 22:00,66.18,70.62,32.17
107,107,31/05/2020 23:00,47.68,70.04,31.72
108,108,01/06/2020 00:00,27.25,69.46,31.18
109,109,01/06/2020 01:00,22.59,66.79,30.83
110,110,01/06/2020 02:00,22.57,70.38,30.16
111,111,01/06/2020 03:00,22.45,71.39,29.9
112,112,01/06/2020 04:00,22.87,75.31,29.15
113,113,01/06/2020 05:00,22.18,72.23,29.43
114,114,01/06/2020 06:00,23.25,73.26,29.44
115,115,01/06/2020 07:00,25.78,73.02,30.08
116,116,01/06/2020 08:00,24.6,68.57,31.99
117,117,01/06/2020 09:00,22.56,58.0,34.63
118,118,01/06/2020 10:00,22.91,52.68,36.15
119,119,01/06/2020 11:00,21.08,47.17,37.68
120,120,01/06/2020 12:00,19.98,44.17,38.74
121,121,01/06/2020 13:00,20.38,42.51,40.13
122,122,01/06/2020 14:00,19.78,39.63,41.27
123,123,01/06/2020 15:00,19.32,36.69,42.81
124,124,01/06/2020 16:00,19.33,35.19,43.75
125,125,01/06/2020 17:00,20.28,45.5,38.08
126,126,01/06/2020 18:00,19.88,78.05,27.55
127,127,01/06/2020 19:00,21.75,78.25,27.6
128,128,01/06/2020 20:00,23.38,84.38,27.71
129,129,01/06/2020 21:00,26.75,82.07,27.84
130,130,01/06/2020 22:00,27.63,80.79,28.2
131,131,01/06/2020 23:00,29.7,78.82,28.57
132,132,02/06/2020 00:00,26.34,81.95,28.27
133,133,02/06/2020 01:00,25.86,84.08,28.16
134,134,02/06/2020 02:00,29.06,84.71,28.01
135,135,02/06/2020 03:00,31.47,85.4,28.04
136,136,02/06/2020 04:00,30.78,84.76,28.08
137,137,02/06/2020 05:00,35.51,85.64,28.03
138,138,02/06/2020 06:00,41.78,84.49,28.29
139,139,02/06/2020 07:00,40.37,79.22,29.52
140,140,02/06/2020 08:00,40.45,77.97,30.28
141,141,02/06/2020 09:00,34.98,69.23,32.37
142,142,02/06/2020 10:00,22.89,55.86,35.0
143,143,02/06/2020 11:00,21.78,50.55,36.52
144,144,02/06/2020 12:00,21.18,46.31,38.1
145,145,02/06/2020 13:00,20.48,42.53,39.71
146,146,02/06/2020 14:00,20.2,40.0,40.95
147,147,02/06/2020 15:00,19.67,35.83,42.49
148,148,02/06/2020 16:00,19.68,32.88,44.1
149,149,02/06/2020 17:00,21.47,49.59,37.67
150,150,02/06/2020 18:00,22.45,56.52,33.34
151,151,02/06/2020 19:00,30.34,57.87,31.62
152,152,02/06/2020 20:00,41.16,66.41,30.72
153,153,02/06/2020 21:00,62.03,71.72,30.3
154,154,02/06/2020 22:00,95.99,76.33,30.03
155,155,02/06/2020 23:00,81.01,79.18,30.01
156,156,03/06/2020 00:00,63.62,80.3,29.98
157,157,03/06/2020 01:00,43.08,79.28,29.95
158,158,03/06/2020 02:00,28.7,76.87,29.8
159,159,03/06/2020 03:00,25.88,76.12,29.44
160,160,03/06/2020 04:00,25.04,77.01,29.25
161,161,03/06/2020 05:00,24.65,78.2,29.07
162,162,03/06/2020 06:00,25.27,78.55,29.05
163,163,03/06/2020 07:00,25.16,74.41,30.36
164,164,03/06/2020 08:00,25.51,65.38,33.05
165,165,03/06/2020 09:00,24.08,56.41,35.14
166,166,03/06/2020 10:00,23.27,49.44,36.62
167,167,03/06/2020 11:00,24.36,48.42,37.73
168,168,03/06/2020 12:00,25.98,46.3,38.94
169,169,03/06/2020 13:00,24.73,43.68,40.1
170,170,03/06/2020 14:00,23.32,41.79,40.93
171,171,03/06/2020 15:00,22.93,37.14,43.0
172,172,03/06/2020 16:00,24.38,37.58,42.76
173,173,03/06/2020 17:00,25.28,41.64,41.09
174,174,03/06/2020 18:00,26.86,47.2,38.4
175,175,03/06/2020 19:00,47.23,61.02,34.18
176,176,03/06/2020 20:00,55.88,65.53,32.6
177,177,03/06/2020 21:00,50.63,67.57,31.73
178,178,03/06/2020 22:00,43.55,68.98,31.08
179,179,03/06/2020 23:00,35.03,72.49,30.64
180,180,04/06/2020 00:00,27.35,74.45,30.46
181,181,04/06/2020 01:00,24.48,77.2,30.13
182,182,04/06/2020 02:00,23.3,80.51,29.77
183,183,04/06/2020 03:00,23.23,82.08,29.58
184,184,04/06/2020 04:00,22.88,83.01,29.33
185,185,04/06/2020 05:00,23.05,84.04,29.11
186,186,04/06/2020 06:00,23.53,84.14,29.13
187,187,04/06/2020 07:00,23.87,81.38,29.99
188,188,04/06/2020 08:00,24.1,75.79,31.58
189,189,04/06/2020 09:00,24.37,67.76,33.8
190,190,04/06/2020 10:00,24.82,58.81,35.82
191,191,04/06/2020 11:00,26.14,52.62,37.48
192,192,04/06/2020 12:00,24.84,46.18,39.73
193,193,04/06/2020 13:00,21.68,42.09,40.48
194,194,04/06/2020 14:00,21.78,40.38,41.89
195,195,04/06/2020 15:00,21.47,39.26,42.43
196,196,04/06/2020 16:00,22.88,40.0,42.37
197,197,04/06/2020 17:00,24.44,44.79,40.71
198,198,04/06/2020 18:00,36.18,53.23,36.88
199,199,04/06/2020 19:00,52.14,59.66,34.38
200,200,04/06/2020 20:00,58.25,62.08,33.39
201,201,04/06/2020 21:00,50.06,64.01,32.48
202,202,04/06/2020 22:00,51.82,65.63,32.04
203,203,04/06/2020 23:00,48.82,68.81,31.56
204,204,05/06/2020 00:00,37.96,70.13,31.28
205,205,05/06/2020 01:00,31.47,73.12,30.72
206,206,05/06/2020 02:00,26.38,76.68,30.32
207,207,05/06/2020 03:00,23.98,79.22,30.11
208,208,05/06/2020 04:00,22.98,80.74,30.03
209,209,05/06/2020 05:00,23.91,82.17,29.84
210,210,05/06/2020 06:00,24.46,82.62,29.65
211,211,05/06/2020 07:00,25.69,80.53,30.24
212,212,05/06/2020 08:00,26.29,75.51,31.51
213,213,05/06/2020 09:00,31.59,73.49,32.06
214,214,05/06/2020 10:00,38.81,69.84,33.48
215,215,05/06/2020 11:00,39.97,64.52,35.08
216,216,05/06/2020 12:00,34.28,54.8,37.26
217,217,05/06/2020 13:00,30.02,48.56,38.88
218,218,05/06/2020 14:00,27.09,45.13,40.05
219,219,05/06/2020 15:00,26.38,47.24,38.72
220,220,05/06/2020 16:00,25.98,44.33,40.21
221,221,05/06/2020 17:00,26.88,47.44,39.08
222,222,05/06/2020 18:00,26.13,46.3,39.31
223,223,05/06/2020 19:00,27.5,53.54,35.98
224,224,05/06/2020 20:00,47.13,59.28,34.41
225,225,05/06/2020 21:00,65.82,63.35,32.98
226,226,05/06/2020 22:00,71.55,66.85,32.09
227,227,05/06/2020 23:00,55.32,69.59,31.65
228,228,06/06/2020 00:00,41.53,71.47,31.4
229,229,06/06/2020 01:00,33.83,73.82,30.93
230,230,06/06/2020 02:00,31.34,75.39,30.71
231,231,06/06/2020 03:00,29.83,75.91,30.6
232,232,06/06/2020 04:00,28.66,77.73,30.23
233,233,06/06/2020 05:00,27.58,78.7,30.12
234,234,06/06/2020 06:00,27.93,78.85,30.19
235,235,06/06/2020 07:00,29.13,78.03,30.77
236,236,06/06/2020 08:00,29.53,73.33,31.95
237,237,06/06/2020 09:00,29.15,68.09,33.53
238,238,06/06/2020 10:00,26.92,58.75,35.8
239,239,06/06/2020 11:00,24.3,49.87,37.4
240,240,06/06/2020 12:00,20.64,46.98,37.98
241,241,06/06/2020 13:00,20.28,47.34,37.38
242,242,06/06/2020 14:00,20.07,48.35,37.1
243,243,06/06/2020 15:00,26.01,52.78,36.78
244,244,06/06/2020 16:00,29.93,54.93,36.69
245,245,06/06/2020 17:00,32.74,50.33,37.75
246,246,06/06/2020 18:00,38.57,55.21,35.65
247,247,06/06/2020 19:00,73.66,61.61,34.38
248,248,06/06/2020 20:00,83.95,65.36,33.63
249,249,06/06/2020 21:00,113.09,67.28,32.87
250,250,06/06/2020 22:00,110.38,68.51,32.33
251,251,06/06/2020 23:00,95.48,71.39,31.79
252,252,07/06/2020 00:00,77.56,72.57,31.63
253,253,07/06/2020 01:00,49.98,70.62,31.72
254,254,07/06/2020 02:00,38.38,70.21,31.53
255,255,07/06/2020 03:00,28.25,69.08,31.33
256,256,07/06/2020 04:00,25.14,69.18,31.02
257,257,07/06/2020 05:00,23.32,68.9,30.82
258,258,07/06/2020 06:00,23.43,68.55,30.88
259,259,07/06/2020 07:00,25.07,64.93,32.05
260,260,07/06/2020 08:00,25.91,58.58,34.16
261,261,07/06/2020 09:00,25.69,53.26,35.63
262,262,07/06/2020 10:00,22.55,48.09,37.08
263,263,07/06/2020 11:00,21.06,47.89,37.67
264,264,07/06/2020 12:00,20.06,43.13,39.94
265,265,07/06/2020 13:00,19.58,38.15,41.36
266,266,07/06/2020 14:00,18.82,34.27,42.25
267,267,07/06/2020 15:00,18.94,31.83,43.97
268,268,07/06/2020 16:00,19.26,36.36,41.15
269,269,07/06/2020 17:00,22.64,39.39,39.48
270,270,07/06/2020 18:00,44.38,43.24,38.38
271,271,07/06/2020 19:00,52.59,47.8,37.16
272,272,07/06/2020 20:00,57.68,57.51,35.45
273,273,07/06/2020 21:00,55.36,61.21,34.42
274,274,07/06/2020 22:00,72.12,62.86,33.73
275,275,07/06/2020 23:00,80.1,65.72,33.33
276,276,08/06/2020 00:00,74.77,67.8,32.97
277,277,08/06/2020 01:00,57.02,69.58,32.32
278,278,08/06/2020 02:00,45.68,70.94,31.52
279,279,08/06/2020 03:00,26.72,64.82,31.8
280,280,08/06/2020 04:00,22.19,64.41,31.53
281,281,08/06/2020 05:00,21.99,66.37,30.96
282,282,08/06/2020 06:00,21.66,66.4,30.83
283,283,08/06/2020 07:00,24.42,63.3,31.76
284,284,08/06/2020 08:00,23.65,55.99,33.55
285,285,08/06/2020 09:00,23.45,48.18,36.03
286,286,08/06/2020 10:00,19.15,42.16,38.03
287,287,08/06/2020 11:00,18.83,40.61,39.05
288,288,08/06/2020 12:00,18.68,38.19,40.21
289,289,08/06/2020 13:00,18.63,34.44,42.23
290,290,08/06/2020 14:00,18.6,32.59,43.32
291,291,08/06/2020 15:00,18.6,31.73,44.18
292,292,08/06/2020 16:00,18.59,31.71,44.51
293,293,08/06/2020 17:00,18.68,31.42,43.78
294,294,08/06/2020 18:00,21.07,37.08,41.93
295,295,08/06/2020 19:00,30.23,51.88,36.95
296,296,08/06/2020 20:00,38.36,55.34,35.67
297,297,08/06/2020 21:00,43.36,57.63,35.13
298,298,08/06/2020 22:00,49.43,60.01,34.42
299,299,08/06/2020 23:00,49.1,61.45,33.98
300,300,09/06/2020 00:00,38.86,59.83,33.81
301,301,09/06/2020 01:00,35.38,60.41,33.48
302,302,09/06/2020 02:00,32.1,62.36,32.67
303,303,09/06/2020 03:00,27.53,64.56,31.88
304,304,09/06/2020 04:00,25.51,67.6,31.18
305,305,09/06/2020 05:00,24.51,68.6,31.07
306,306,09/06/2020 06:00,23.71,67.76,31.14
307,307,09/06/2020 07:00,24.28,65.44,32.16
308,308,09/06/2020 08:00,25.06,57.29,34.83
309,309,09/06/2020 09:00,26.27,49.49,36.49
310,310,09/06/2020 10:00,19.99,43.17,38.06
311,311,09/06/2020 11:00,19.89,41.51,39.06
312,312,09/06/2020 12:00,19.09,37.7,40.54
313,313,09/06/2020 13:00,18.78,36.0,41.68
314,314,09/06/2020 14:00,18.82,35.95,41.42
315,315,09/06/2020 15:00,18.88,33.68,42.71
316,316,09/06/2020 16:00,19.38,35.42,42.88
317,317,09/06/2020 17:00,19.77,38.23,40.94
318,318,09/06/2020 18:00,24.48,47.53,36.73
319,319,09/06/2020 19:00,37.33,52.2,33.88
320,320,09/06/2020 20:00,40.83,56.63,33.13
321,321,09/06/2020 21:00,49.05,57.63,32.66
322,322,09/06/2020 22:00,37.14,56.91,32.63
323,323,09/06/2020 23:00,50.81,64.43,32.26
324,324,10/06/2020 00:00,54.41,68.72,31.72
325,325,10/06/2020 01:00,40.5,69.54,31.6
326,326,10/06/2020 02:00,31.98,71.19,31.28
327,327,10/06/2020 03:00,25.86,72.48,31.18
328,328,10/06/2020 04:00,22.7,75.33,30.9
329,329,10/06/2020 05:00,21.98,79.04,30.43
330,330,10/06/2020 06:00,23.63,80.15,30.34
331,331,10/06/2020 07:00,24.83,78.42,30.96
332,332,10/06/2020 08:00,24.85,74.53,31.91
333,333,10/06/2020 09:00,23.95,68.38,33.62
334,334,10/06/2020 10:00,23.16,59.71,36.13
335,335,10/06/2020 11:00,21.66,53.33,37.59
336,336,10/06/2020 12:00,20.36,45.02,39.95
337,337,10/06/2020 13:00,19.33,37.86,41.2
338,338,10/06/2020 14:00,19.28,35.47,42.79
339,339,10/06/2020 15:00,19.13,33.58,43.39
340,340,10/06/2020 16:00,20.66,41.86,40.37
341,341,10/06/2020 17:00,22.01,46.68,38.63
342,342,10/06/2020 18:00,27.28,61.51,34.63
343,343,10/06/2020 19:00,19.33,91.0,24.92
344,344,10/06/2020 20:00,18.5,90.77,25.03
345,345,10/06/2020 21:00,18.56,90.41,25.28
346,346,10/06/2020 22:00,18.28,89.92,25.57
347,347,10/06/2020 23:00,22.03,92.98,25.42
348,348,11/06/2020 00:00,29.33,93.78,26.03
349,349,11/06/2020 01:00,29.78,93.63,25.73
350,350,11/06/2020 02:00,23.12,93.53,25.71
351,351,11/06/2020 03:00,22.68,93.12,25.69
352,352,11/06/2020 04:00,19.93,91.13,25.85
353,353,11/06/2020 05:00,20.08,88.54,26.4
354,354,11/06/2020 06:00,25.08,88.04,26.62
355,355,11/06/2020 07:00,28.0,85.94,27.3
356,356,11/06/2020 08:00,27.44,81.08,28.55
357,357,11/06/2020 09:00,26.94,78.4,29.93
358,358,11/06/2020 10:00,25.02,74.28,31.82
359,359,11/06/2020 11:00,25.28,69.9,33.56
360,360,11/06/2020 12:00,24.98,59.75,36.66
361,361,11/06/2020 13:00,23.36,53.48,38.25
362,362,11/06/2020 14:00,22.2,48.16,39.97
363,363,11/06/2020 15:00,21.53,46.94,40.54
364,364,11/06/2020 16:00,21.88,49.87,39.27
365,365,11/06/2020 17:00,21.51,47.86,40.07
366,366,11/06/2020 18:00,22.45,55.0,38.09
367,367,11/06/2020 19:00,23.83,66.91,33.14
368,368,11/06/2020 20:00,22.75,65.8,32.07
369,369,11/06/2020 21:00,26.09,69.24,32.05
370,370,11/06/2020 22:00,23.89,79.88,28.63
371,371,11/06/2020 23:00,19.2,85.69,26.93
372,372,12/06/2020 00:00,19.04,85.68,26.94
373,373,12/06/2020 01:00,19.4,86.16,26.92
374,374,12/06/2020 02:00,21.97,88.61,27.13
375,375,12/06/2020 03:00,44.52,89.55,27.92
376,376,12/06/2020 04:00,40.62,89.0,28.05
377,377,12/06/2020 05:00,34.98,87.78,28.15
378,378,12/06/2020 06:00,33.37,87.62,28.33
379,379,12/06/2020 07:00,22.68,82.48,28.78
380,380,12/06/2020 08:00,21.23,75.58,29.97
381,381,12/06/2020 09:00,20.57,69.67,31.65
382,382,12/06/2020 10:00,19.67,60.73,34.01
383,383,12/06/2020 11:00,19.33,56.5,34.41
384,384,12/06/2020 12:00,19.5,53.81,35.8
385,385,12/06/2020 13:00,19.87,48.2,38.19
386,386,12/06/2020 14:00,19.66,44.28,39.31
387,387,12/06/2020 15:00,20.23,42.27,41.11
388,388,12/06/2020 16:00,20.11,40.45,41.84
389,389,12/06/2020 17:00,23.96,44.18,41.43
390,390,12/06/2020 18:00,25.07,58.1,32.18
391,391,12/06/2020 19:00,30.59,69.26,30.23
392,392,12/06/2020 20:00,22.7,73.16,29.19
393,393,12/06/2020 21:00,19.89,74.55,28.81
394,394,12/06/2020 22:00,20.15,75.18,28.77
395,395,12/06/2020 23:00,21.13,74.99,29.01
396,396,13/06/2020 00:00,22.18,77.77,28.99
397,397,13/06/2020 01:00,29.71,80.38,29.06
398,398,13/06/2020 02:00,32.8,80.38,29.01
399,399,13/06/2020 03:00,24.56,78.44,28.88
400,400,13/06/2020 04:00,26.28,78.98,28.56
401,401,13/06/2020 05:00,24.23,77.76,28.29
402,402,13/06/2020 06:00,25.77,78.23,28.38
403,403,13/06/2020 07:00,24.68,76.06,29.33
404,404,13/06/2020 08:00,24.83,69.88,31.2
405,405,13/06/2020 09:00,22.46,63.3,33.28
406,406,13/06/2020 10:00,21.22,58.8,34.94
407,407,13/06/2020 11:00,21.51,54.13,36.71
408,408,13/06/2020 12:00,21.82,51.87,37.78
409,409,13/06/2020 13:00,20.84,46.86,39.75
410,410,13/06/2020 14:00,20.63,42.68,41.18
411,411,13/06/2020 15:00,21.12,43.21,40.55
412,412,13/06/2020 16:00,20.9,43.22,41.23
413,413,13/06/2020 17:00,21.44,50.58,39.03
414,414,13/06/2020 18:00,25.88,62.28,35.58
415,415,13/06/2020 19:00,29.93,69.23,33.37
416,416,13/06/2020 20:00,33.37,72.33,32.42
417,417,13/06/2020 21:00,37.43,75.43,31.74
418,418,13/06/2020 22:00,43.18,78.13,31.33
419,419,13/06/2020 23:00,41.24,79.73,31.03
420,420,14/06/2020 00:00,36.51,81.12,30.73
421,421,14/06/2020 01:00,29.65,82.45,30.51
422,422,14/06/2020 02:00,23.98,82.81,30.43
423,423,14/06/2020 03:00,24.68,77.77,30.3
424,424,14/06/2020 04:00,22.83,80.92,30.23
425,425,14/06/2020 05:00,23.71,81.73,29.99
426,426,14/06/2020 06:00,25.49,82.19,29.9
427,427,14/06/2020 07:00,26.36,80.07,30.58
428,428,14/06/2020 08:00,26.27,75.65,31.98
429,429,14/06/2020 09:00,24.99,68.8,33.32
430,430,14/06/2020 10:00,24.22,61.78,34.97
431,431,14/06/2020 11:00,22.35,54.64,36.64
432,432,14/06/2020 12:00,21.78,55.33,36.08
433,433,14/06/2020 13:00,24.03,61.88,34.31
434,434,14/06/2020 14:00,29.64,67.94,33.83
435,435,14/06/2020 15:00,22.68,79.51,27.86
436,436,14/06/2020 16:00,20.04,93.8,24.54
437,437,14/06/2020 17:00,24.16,92.51,25.82
438,438,14/06/2020 18:00,23.47,90.77,26.23
439,439,14/06/2020 19:00,21.03,88.68,26.48
440,440,14/06/2020 20:00,21.37,88.62,26.74
441,441,14/06/2020 21:00,21.11,86.7,27.05
442,442,14/06/2020 22:00,22.14,85.87,27.53
443,443,14/06/2020 23:00,31.6,86.93,27.71
444,444,15/06/2020 00:00,35.38,87.82,27.67
445,445,15/06/2020 01:00,34.58,90.88,26.71
446,446,15/06/2020 02:00,34.23,93.48,25.87
447,447,15/06/2020 03:00,30.4,92.56,26.34
448,448,15/06/2020 04:00,22.08,93.0,26.24
449,449,15/06/2020 05:00,21.23,93.68,25.9
450,450,15/06/2020 06:00,32.02,93.08,25.74
451,451,15/06/2020 07:00,24.88,92.7,25.83
452,452,15/06/2020 08:00,35.63,92.72,25.98
453,453,15/06/2020 09:00,39.76,91.52,26.36
454,454,15/06/2020 10:00,42.46,88.48,27.31
455,455,15/06/2020 11:00,41.19,84.73,28.49
456,456,15/06/2020 12:00,33.64,82.33,29.14
457,457,15/06/2020 13:00,39.94,79.94,29.73
458,458,15/06/2020 14:00,36.13,73.33,31.8
459,459,15/06/2020 15:00,31.4,67.28,33.15
460,460,15/06/2020 16:00,27.38,60.5,35.23
461,461,15/06/2020 17:00,29.41,63.78,34.02
462,462,15/06/2020 18:00,31.83,70.68,31.95
463,463,15/06/2020 19:00,35.28,75.62,30.84
464,464,15/06/2020 20:00,30.59,77.45,30.23
465,465,15/06/2020 21:00,24.83,78.18,29.98
466,466,15/06/2020 22:00,24.83,80.76,29.57
467,467,15/06/2020 23:00,25.58,83.09,29.14
468,468,16/06/2020 00:00,23.81,84.1,28.98
469,469,16/06/2020 01:00,22.22,84.72,28.87
470,470,16/06/2020 02:00,21.43,84.94,28.79
471,471,16/06/2020 03:00,21.28,85.41,28.78
472,472,16/06/2020 04:00,23.39,86.87,28.65
473,473,16/06/2020 05:00,22.1,85.35,28.38
474,474,16/06/2020 06:00,23.75,85.68,28.45
475,475,16/06/2020 07:00,25.18,84.58,28.92
476,476,16/06/2020 08:00,23.26,79.08,30.48
477,477,16/06/2020 09:00,21.48,71.01,32.53
478,478,16/06/2020 10:00,20.72,70.26,32.56
479,479,16/06/2020 11:00,20.05,61.04,34.91
480,480,16/06/2020 12:00,19.39,56.53,35.9
481,481,16/06/2020 13:00,18.94,49.35,38.26
482,482,16/06/2020 14:00,18.86,46.29,38.97
483,483,16/06/2020 15:00,19.13,48.92,37.84
484,484,16/06/2020 16:00,20.17,55.24,36.04
485,485,16/06/2020 17:00,21.3,62.68,34.13
486,486,16/06/2020 18:00,21.88,66.3,32.91
487,487,16/06/2020 19:00,24.65,71.48,31.3
488,488,16/06/2020 20:00,25.94,71.68,30.97
489,489,16/06/2020 21:00,25.83,73.19,30.66
490,490,16/06/2020 22:00,25.73,74.67,30.38
491,491,16/06/2020 23:00,24.88,75.74,30.18
492,492,17/06/2020 00:00,23.18,76.98,30.0
493,493,17/06/2020 01:00,22.32,79.17,29.73
494,494,17/06/2020 02:00,22.64,81.28,29.39
495,495,17/06/2020 03:00,23.91,81.69,29.3
496,496,17/06/2020 04:00,23.44,82.5,29.23
497,497,17/06/2020 05:00,23.95,83.11,29.06
498,498,17/06/2020 06:00,24.17,82.51,28.98
499,499,17/06/2020 07:00,23.41,77.94,30.06
500,500,17/06/2020 08:00,21.71,70.46,31.67
501,501,17/06/2020 09:00,21.29,64.23,33.45
502,502,17/06/2020 10:00,21.64,61.28,34.64
503,503,17/06/2020 11:00,20.55,57.99,35.38
504,504,17/06/2020 12:00,20.17,56.58,35.93
505,505,17/06/2020 13:00,19.53,51.79,37.28
506,506,17/06/2020 14:00,19.48,52.02,37.39
507,507,17/06/2020 15:00,19.5,52.58,37.08
508,508,17/06/2020 16:00,20.01,52.9,36.51
509,509,17/06/2020 17:00,24.19,53.83,35.89
510,510,17/06/2020 18:00,21.13,54.86,35.63
511,511,17/06/2020 19:00,23.53,64.88,33.58
512,512,17/06/2020 20:00,27.02,69.68,32.25
513,513,17/06/2020 21:00,29.05,72.28,31.22
514,514,17/06/2020 22:00,27.53,73.31,30.68
515,515,17/06/2020 23:00,25.13,75.35,30.34
