,Unnamed: 0.1,Unnamed: 0,timestamp,PM2.5,humidity,temperature
39,39,39,29/05/2020 03:00,70.53,84.46,27.72
40,40,40,29/05/2020 04:00,68.38,85.23,27.68
41,41,41,29/05/2020 05:00,69.35,85.38,27.66
42,42,42,29/05/2020 06:00,55.74,84.61,27.77
43,43,43,29/05/2020 07:00,46.78,81.93,28.2
44,44,44,29/05/2020 08:00,54.64,82.08,28.23
45,45,45,29/05/2020 09:00,61.23,80.44,28.98
46,46,46,29/05/2020 10:00,44.87,73.22,30.66
47,47,47,29/05/2020 11:00,32.57,68.48,31.73
48,48,48,29/05/2020 12:00,36.98,65.36,32.83
49,49,49,29/05/2020 13:00,30.78,60.04,33.89
50,50,50,29/05/2020 14:00,25.1,56.06,34.47
51,51,51,29/05/2020 15:00,22.3,55.61,34.79
52,52,52,29/05/2020 16:00,23.78,58.0,34.5
53,53,53,29/05/2020 17:00,28.33,60.17,33.96
54,54,54,29/05/2020 18:00,32.29,63.93,33.15
55,55,55,29/05/2020 19:00,40.48,68.76,31.78
56,56,56,29/05/2020 20:00,37.6,69.28,30.73
57,57,57,29/05/2020 21:00,45.33,72.57,29.8
58,58,58,29/05/2020 22:00,54.39,75.44,29.46
59,59,59,29/05/2020 23:00,59.14,79.53,29.13
60,60,60,30/05/2020 00:00,49.98,81.09,28.98
61,61,61,30/05/2020 01:00,40.48,81.5,28.81
62,62,62,30/05/2020 02:00,33.05,83.6,28.63
63,63,63,30/05/2020 03:00,27.58,84.59,28.39
64,64,64,30/05/2020 04:00,20.49,84.88,28.26
65,65,65,30/05/2020 05:00,19.16,85.33,28.26
66,66,66,30/05/2020 06:00,22.38,87.33,28.12
67,67,67,30/05/2020 07:00,55.12,81.37,29.92
68,68,68,30/05/2020 08:00,32.68,70.36,32.48
69,69,69,30/05/2020 09:00,37.13,63.67,33.98
70,70,70,30/05/2020 10:00,29.02,63.58,33.91
71,71,71,30/05/2020 11:00,21.95,58.75,34.63
72,72,72,30/05/2020 12:00,18.42,53.81,35.24
73,73,73,30/05/2020 13:00,13.43,49.33,35.86
74,74,74,30/05/2020 14:00,13.59,49.65,35.93
75,75,75,30/05/2020 15:00,11.56,48.35,36.58
76,76,76,30/05/2020 16:00,10.85,49.09,36.53
77,77,77,30/05/2020 17:00,15.76,49.9,36.23
78,78,78,30/05/2020 18:00,26.51,57.86,34.15
79,79,79,30/05/2020 19:00,54.05,60.39,33.23
80,80,80,30/05/2020 20:00,66.63,66.48,31.55
81,81,81,30/05/2020 21:00,75.28,72.08,30.36
82,82,82,30/05/2020 22:00,33.46,77.54,28.85
83,83,83,30/05/2020 23:00,12.93,77.71,28.62
84,84,84,31/05/2020 00:00,19.99,79.53,28.76
85,85,85,31/05/2020 01:00,42.42,84.66,28.56
86,86,86,31/05/2020 02:00,31.9,86.55,28.61
87,87,87,31/05/2020 03:00,11.53,86.44,28.87
88,88,88,31/05/2020 04:00,15.62,86.75,28.8
89,89,89,31/05/2020 05:00,18.98,87.58,28.59
90,90,90,31/05/2020 06:00,25.83,86.54,28.93
91,91,91,31/05/2020 07:00,46.63,79.11,30.78
92,92,92,31/05/2020 08:00,59.43,69.59,33.07
93,93,93,31/05/2020 09:00,58.55,66.61,33.53
94,94,94,31/05/2020 10:00,43.5,58.66,35.26
95,95,95,31/05/2020 11:00,33.84,55.1,36.33
96,96,96,31/05/2020 12:00,20.64,50.97,36.62
97,97,97,31/05/2020 13:00,9.65,49.94,36.57
98,98,98,31/05/2020 14:00,5.63,48.71,36.91
99,99,99,31/05/2020 15:00,2.92,46.71,37.04
100,100,100,31/05/2020 16:00,5.34,47.04,36.71
101,101,101,31/05/2020 17:00,12.63,52.39,36.08
102,102,102,31/05/2020 18:00,16.1,53.52,35.21
103,103,103,31/05/2020 19:00,35.44,56.73,34.54
104,104,104,31/05/2020 20:00,74.43,64.89,33.25
105,105,105,31/05/2020 21:00,120.83,68.52,32.42
106,106,106,31/05/2020 22:00,161.51,70.62,31.81
107,107,107,31/05/2020 23:00,69.37,67.16,31.83
108,108,108,01/06/2020 00:00,24.38,65.8,31.58
109,109,109,01/06/2020 01:00,23.61,68.68,31.05
110,110,110,01/06/2020 02:00,16.29,67.58,30.68
111,111,111,01/06/2020 03:00,18.05,69.84,30.36
112,112,112,01/06/2020 04:00,15.11,69.64,30.1
113,113,113,01/06/2020 05:00,14.13,70.92,29.93
114,114,114,01/06/2020 06:00,19.02,71.95,29.92
115,115,115,01/06/2020 07:00,17.34,74.2,30.23
116,116,116,01/06/2020 08:00,19.11,65.51,32.63
117,117,117,01/06/2020 09:00,19.32,56.13,35.01
118,118,118,01/06/2020 10:00,12.1,50.88,36.12
119,119,119,01/06/2020 11:00,9.67,47.89,36.59
120,120,120,01/06/2020 12:00,8.13,46.6,36.63
121,121,121,01/06/2020 13:00,7.43,47.73,36.58
122,122,122,01/06/2020 14:00,6.79,46.5,37.26
123,123,123,01/06/2020 15:00,5.84,46.45,37.46
124,124,124,01/06/2020 16:00,5.78,46.49,37.5
125,125,125,01/06/2020 17:00,6.47,49.23,36.26
126,126,126,01/06/2020 18:00,6.72,70.7,28.11
127,127,127,01/06/2020 19:00,7.65,71.3,28.78
128,128,128,01/06/2020 20:00,18.45,69.21,29.35
129,129,129,01/06/2020 21:00,22.08,72.44,28.94
130,130,130,01/06/2020 22:00,27.38,72.13,29.13
131,131,131,01/06/2020 23:00,23.93,75.22,28.94
132,132,132,02/06/2020 00:00,18.79,79.07,28.75
133,133,133,02/06/2020 01:00,28.43,81.59,28.53
134,134,134,02/06/2020 02:00,33.93,82.4,28.42
135,135,135,02/06/2020 03:00,37.75,81.97,28.47
136,136,136,02/06/2020 04:00,45.49,81.27,28.76
137,137,137,02/06/2020 05:00,63.64,82.11,28.57
138,138,138,02/06/2020 06:00,58.45,78.76,29.07
139,139,139,02/06/2020 07:00,45.66,72.02,30.93
140,140,140,02/06/2020 08:00,37.94,63.95,32.8
141,141,141,02/06/2020 09:00,34.81,58.48,34.38
142,142,142,02/06/2020 10:00,17.33,50.81,35.75
143,143,143,02/06/2020 11:00,16.8,49.53,36.03
144,144,144,02/06/2020 12:00,11.89,48.31,36.34
145,145,145,02/06/2020 13:00,9.95,47.59,36.76
146,146,146,02/06/2020 14:00,10.5,46.78,37.17
147,147,147,02/06/2020 15:00,6.22,43.68,37.65
148,148,148,02/06/2020 16:00,6.3,43.05,37.98
149,149,149,02/06/2020 17:00,7.98,50.45,35.03
150,150,150,02/06/2020 18:00,17.74,53.91,32.32
151,151,151,02/06/2020 19:00,24.51,57.16,31.29
152,152,152,02/06/2020 20:00,39.93,64.73,30.68
153,153,153,02/06/2020 21:00,144.89,70.41,30.23
154,154,154,02/06/2020 22:00,159.99,75.19,30.07
155,155,155,02/06/2020 23:00,135.83,78.86,29.77
156,156,156,03/06/2020 00:00,96.35,79.84,29.86
157,157,157,03/06/2020 01:00,45.47,78.77,29.87
158,158,158,03/06/2020 02:00,26.18,76.77,29.68
159,159,159,03/06/2020 03:00,25.79,77.93,29.5
160,160,160,03/06/2020 04:00,21.0,80.23,29.18
161,161,161,03/06/2020 05:00,20.34,80.43,29.13
162,162,162,03/06/2020 06:00,20.15,78.13,29.51
163,163,163,03/06/2020 07:00,19.47,65.16,32.68
164,164,164,03/06/2020 08:00,20.92,56.87,34.67
165,165,165,03/06/2020 09:00,20.76,51.5,36.13
166,166,166,03/06/2020 10:00,14.51,46.46,36.98
167,167,167,03/06/2020 11:00,15.86,48.84,36.35
168,168,168,03/06/2020 12:00,21.74,49.93,36.58
169,169,169,03/06/2020 13:00,22.06,48.97,36.76
170,170,170,03/06/2020 14:00,17.53,47.36,37.08
171,171,171,03/06/2020 15:00,17.02,46.83,37.28
172,172,172,03/06/2020 16:00,22.06,48.81,36.9
173,173,173,03/06/2020 17:00,22.33,52.63,35.38
174,174,174,03/06/2020 18:00,32.62,55.22,35.01
175,175,175,03/06/2020 19:00,68.26,62.66,33.32
176,176,176,03/06/2020 20:00,108.18,66.46,32.07
177,177,177,03/06/2020 21:00,86.65,67.31,31.43
178,178,178,03/06/2020 22:00,69.73,69.22,30.93
179,179,179,03/06/2020 23:00,43.57,73.14,30.43
180,180,180,04/06/2020 00:00,25.98,74.99,30.28
181,181,181,04/06/2020 01:00,19.43,77.99,30.01
182,182,182,04/06/2020 02:00,15.17,81.31,29.58
183,183,183,04/06/2020 03:00,15.9,82.37,29.39
184,184,184,04/06/2020 04:00,15.01,83.23,29.19
185,185,185,04/06/2020 05:00,14.73,84.15,28.94
186,186,186,04/06/2020 06:00,18.14,83.12,29.21
187,187,187,04/06/2020 07:00,18.66,77.6,30.73
188,188,188,04/06/2020 08:00,26.11,71.59,32.48
189,189,189,04/06/2020 09:00,30.28,64.98,34.08
190,190,190,04/06/2020 10:00,20.86,58.9,35.32
191,191,191,04/06/2020 11:00,18.16,53.4,36.45
192,192,192,04/06/2020 12:00,19.36,49.2,37.45
193,193,193,04/06/2020 13:00,13.13,46.35,37.73
194,194,194,04/06/2020 14:00,13.88,46.91,38.09
195,195,195,04/06/2020 15:00,11.95,46.88,37.84
196,196,196,04/06/2020 16:00,17.23,47.85,37.72
197,197,197,04/06/2020 17:00,23.14,53.34,36.66
198,198,198,04/06/2020 18:00,57.97,57.88,34.82
199,199,199,04/06/2020 19:00,106.68,61.14,33.68
200,200,200,04/06/2020 20:00,116.3,62.94,32.76
201,201,201,04/06/2020 21:00,94.88,64.04,32.03
202,202,202,04/06/2020 22:00,105.86,66.77,31.62
203,203,203,04/06/2020 23:00,85.59,69.63,31.21
204,204,204,05/06/2020 00:00,56.56,71.75,30.81
205,205,205,05/06/2020 01:00,37.13,74.72,30.36
206,206,206,05/06/2020 02:00,21.73,78.79,29.94
207,207,207,05/06/2020 03:00,14.27,80.72,29.83
208,208,208,05/06/2020 04:00,14.27,82.02,29.74
209,209,209,05/06/2020 05:00,17.06,82.61,29.64
210,210,210,05/06/2020 06:00,20.38,83.05,29.48
211,211,211,05/06/2020 07:00,24.25,80.54,30.13
212,212,212,05/06/2020 08:00,23.98,76.69,30.95
213,213,213,05/06/2020 09:00,30.87,74.6,31.58
214,214,214,05/06/2020 10:00,41.92,70.48,32.73
215,215,215,05/06/2020 11:00,55.01,65.69,33.78
216,216,216,05/06/2020 12:00,48.38,57.23,35.58
217,217,217,05/06/2020 13:00,29.63,51.78,36.25
218,218,218,05/06/2020 14:00,28.58,51.46,36.58
219,219,219,05/06/2020 15:00,23.19,50.85,36.54
220,220,220,05/06/2020 16:00,23.73,50.35,36.98
221,221,221,05/06/2020 17:00,24.66,51.4,36.34
222,222,222,05/06/2020 18:00,23.74,51.99,36.07
223,223,223,05/06/2020 19:00,21.7,52.83,35.3
224,224,224,05/06/2020 20:00,104.55,61.37,33.82
225,225,225,05/06/2020 21:00,126.49,64.12,32.56
226,226,226,05/06/2020 22:00,119.94,67.19,31.7
227,227,227,05/06/2020 23:00,91.42,70.58,31.33
228,228,228,06/06/2020 00:00,58.88,72.39,31.02
229,229,229,06/06/2020 01:00,43.06,73.84,30.77
230,230,230,06/06/2020 02:00,34.06,75.63,30.49
231,231,231,06/06/2020 03:00,30.53,77.19,30.22
232,232,232,06/06/2020 04:00,24.54,77.88,30.14
233,233,233,06/06/2020 05:00,22.3,78.04,30.17
234,234,234,06/06/2020 06:00,25.2,79.43,30.02
235,235,235,06/06/2020 07:00,38.0,77.85,30.58
236,236,236,06/06/2020 08:00,37.03,73.82,31.51
237,237,237,06/06/2020 09:00,45.88,68.72,32.94
238,238,238,06/06/2020 10:00,46.74,60.28,35.26
239,239,239,06/06/2020 11:00,29.68,53.12,36.48
240,240,240,06/06/2020 12:00,12.13,46.94,37.03
241,241,241,06/06/2020 13:00,9.41,48.24,36.59
242,242,242,06/06/2020 14:00,8.52,48.02,36.65
243,243,243,06/06/2020 15:00,9.46,48.75,36.54
244,244,244,06/06/2020 16:00,13.03,49.84,36.42
245,245,245,06/06/2020 17:00,14.65,49.35,36.38
246,246,246,06/06/2020 18:00,26.98,53.79,35.42
247,247,247,06/06/2020 19:00,66.04,58.8,34.48
248,248,248,06/06/2020 20:00,201.48,64.81,33.24
249,249,249,06/06/2020 21:00,254.29,66.08,32.64
250,250,250,06/06/2020 22:00,240.33,67.83,32.14
251,251,251,06/06/2020 23:00,185.59,69.8,31.87
252,252,252,07/06/2020 00:00,110.67,69.07,31.97
253,253,253,07/06/2020 01:00,74.81,68.29,32.02
254,254,254,07/06/2020 02:00,46.84,67.28,31.91
255,255,255,07/06/2020 03:00,25.03,66.02,31.75
256,256,256,07/06/2020 04:00,17.27,66.02,31.53
257,257,257,07/06/2020 05:00,13.2,65.65,31.4
258,258,258,07/06/2020 06:00,10.62,64.08,31.6
259,259,259,07/06/2020 07:00,11.18,55.59,34.36
260,260,260,07/06/2020 08:00,16.04,52.83,35.13
261,261,261,07/06/2020 09:00,17.11,50.08,36.3
262,262,262,07/06/2020 10:00,17.08,49.79,36.51
263,263,263,07/06/2020 11:00,11.27,48.72,36.8
264,264,264,07/06/2020 12:00,7.05,43.14,38.71
265,265,265,07/06/2020 13:00,5.06,41.52,39.14
266,266,266,07/06/2020 14:00,3.1,38.65,39.36
267,267,267,07/06/2020 15:00,1.83,36.88,40.15
268,268,268,07/06/2020 16:00,2.16,37.32,39.76
269,269,269,07/06/2020 17:00,5.12,40.59,38.52
270,270,270,07/06/2020 18:00,15.93,42.82,37.48
271,271,271,07/06/2020 19:00,47.68,48.78,36.4
272,272,272,07/06/2020 20:00,91.53,58.7,34.78
273,273,273,07/06/2020 21:00,127.76,61.11,33.98
274,274,274,07/06/2020 22:00,153.53,62.8,33.37
275,275,275,07/06/2020 23:00,156.6,63.58,33.43
276,276,276,08/06/2020 00:00,146.85,65.94,33.07
277,277,277,08/06/2020 01:00,65.76,63.32,32.83
278,278,278,08/06/2020 02:00,23.67,60.62,32.61
279,279,279,08/06/2020 03:00,14.55,59.05,32.53
280,280,280,08/06/2020 04:00,12.85,60.38,32.13
281,281,281,08/06/2020 05:00,10.93,62.33,31.54
282,282,282,08/06/2020 06:00,14.08,60.63,31.63
283,283,283,08/06/2020 07:00,13.84,55.13,33.24
284,284,284,08/06/2020 08:00,20.27,49.39,35.35
285,285,285,08/06/2020 09:00,8.99,45.28,36.36
286,286,286,08/06/2020 10:00,4.84,41.28,37.89
287,287,287,08/06/2020 11:00,2.03,39.66,38.53
288,288,288,08/06/2020 12:00,1.69,39.63,38.78
289,289,289,08/06/2020 13:00,1.48,38.83,39.02
290,290,290,08/06/2020 14:00,1.39,38.51,39.12
291,291,291,08/06/2020 15:00,1.33,38.86,39.23
292,292,292,08/06/2020 16:00,1.73,38.66,39.4
293,293,293,08/06/2020 17:00,3.13,38.18,39.23
294,294,294,08/06/2020 18:00,15.63,45.28,37.7
295,295,295,08/06/2020 19:00,44.6,53.82,35.6
296,296,296,08/06/2020 20:00,77.62,57.8,34.56
297,297,297,08/06/2020 21:00,90.26,59.63,34.15
298,298,298,08/06/2020 22:00,97.67,60.31,33.83
299,299,299,08/06/2020 23:00,90.06,60.63,33.42
300,300,300,09/06/2020 00:00,63.44,59.68,33.24
301,301,301,09/06/2020 01:00,50.43,61.23,32.63
302,302,302,09/06/2020 02:00,31.45,62.65,32.06
303,303,303,09/06/2020 03:00,25.19,65.83,31.29
304,304,304,09/06/2020 04:00,20.13,68.81,30.69
305,305,305,09/06/2020 05:00,17.84,68.75,30.69
306,306,306,09/06/2020 06:00,20.34,68.43,30.77
307,307,307,09/06/2020 07:00,23.24,62.23,32.78
308,308,308,09/06/2020 08:00,21.68,51.51,36.6
309,309,309,09/06/2020 09:00,21.01,49.58,36.96
310,310,310,09/06/2020 10:00,22.4,48.11,37.32
311,311,311,09/06/2020 11:00,19.22,46.67,37.67
312,312,312,09/06/2020 12:00,8.24,42.95,38.44
313,313,313,09/06/2020 13:00,4.11,40.67,38.67
314,314,314,09/06/2020 14:00,3.02,40.48,38.28
315,315,315,09/06/2020 15:00,3.32,40.67,38.83
316,316,316,09/06/2020 16:00,5.02,41.97,38.43
317,317,317,09/06/2020 17:00,6.63,43.49,37.8
318,318,318,09/06/2020 18:00,25.19,51.31,35.97
319,319,319,09/06/2020 19:00,58.68,52.44,34.18
320,320,320,09/06/2020 20:00,75.72,58.88,33.62
321,321,321,09/06/2020 21:00,86.17,60.3,32.94
322,322,322,09/06/2020 22:00,105.18,62.61,32.36
323,323,323,09/06/2020 23:00,100.83,66.27,31.88
324,324,324,10/06/2020 00:00,90.8,70.18,31.33
325,325,325,10/06/2020 01:00,61.88,70.63,31.28
326,326,326,10/06/2020 02:00,43.67,72.63,31.03
327,327,327,10/06/2020 03:00,18.49,74.12,30.86
328,328,328,10/06/2020 04:00,18.77,78.05,30.39
329,329,329,10/06/2020 05:00,19.33,81.08,30.06
330,330,330,10/06/2020 06:00,24.68,82.13,29.9
331,331,331,10/06/2020 07:00,25.08,78.51,30.92
332,332,332,10/06/2020 08:00,19.17,72.8,32.13
333,333,333,10/06/2020 09:00,17.29,66.15,33.63
334,334,334,10/06/2020 10:00,16.87,61.03,35.15
335,335,335,10/06/2020 11:00,13.14,53.92,37.04
336,336,336,10/06/2020 12:00,7.63,46.67,38.05
337,337,337,10/06/2020 13:00,7.2,46.65,37.94
338,338,338,10/06/2020 14:00,5.02,43.98,38.11
339,339,339,10/06/2020 15:00,5.31,43.91,38.25
340,340,340,10/06/2020 16:00,9.81,47.41,37.28
341,341,341,10/06/2020 17:00,10.48,49.98,36.69
342,342,342,10/06/2020 18:00,24.39,59.53,35.2
343,343,343,10/06/2020 19:00,11.1,79.43,27.27
344,344,344,10/06/2020 20:00,1.52,93.55,24.37
345,345,345,10/06/2020 21:00,1.51,94.12,25.75
346,346,346,10/06/2020 22:00,6.01,86.99,26.54
347,347,347,10/06/2020 23:00,7.31,88.5,26.53
348,348,348,11/06/2020 00:00,20.73,89.53,26.9
349,349,349,11/06/2020 01:00,12.2,89.29,26.77
350,350,350,11/06/2020 02:00,4.35,87.33,26.42
351,351,351,11/06/2020 03:00,4.08,84.16,26.75
352,352,352,11/06/2020 04:00,3.26,82.11,26.94
353,353,353,11/06/2020 05:00,12.12,82.34,27.23
354,354,354,11/06/2020 06:00,24.38,82.27,27.25
355,355,355,11/06/2020 07:00,16.52,79.52,28.03
356,356,356,11/06/2020 08:00,25.63,76.13,28.82
357,357,357,11/06/2020 09:00,27.71,73.95,30.24
358,358,358,11/06/2020 10:00,20.53,71.61,31.9
359,359,359,11/06/2020 11:00,24.34,69.24,32.73
360,360,360,11/06/2020 12:00,27.92,62.92,34.63
361,361,361,11/06/2020 13:00,26.98,59.38,35.48
362,362,362,11/06/2020 14:00,17.63,57.15,35.52
363,363,363,11/06/2020 15:00,14.59,55.63,36.13
364,364,364,11/06/2020 16:00,12.97,54.89,36.09
365,365,365,11/06/2020 17:00,11.59,56.01,35.83
366,366,366,11/06/2020 18:00,17.98,65.42,34.3
367,367,367,11/06/2020 19:00,22.61,71.58,32.3
368,368,368,11/06/2020 20:00,64.62,74.88,31.9
369,369,369,11/06/2020 21:00,95.05,75.54,31.66
370,370,370,11/06/2020 22:00,35.62,78.58,28.98
371,371,371,11/06/2020 23:00,5.94,82.09,27.11
372,372,372,12/06/2020 00:00,5.46,82.43,27.36
373,373,373,12/06/2020 01:00,30.89,82.83,28.26
374,374,374,12/06/2020 02:00,60.77,85.22,28.39
375,375,375,12/06/2020 03:00,79.56,86.73,28.4
376,376,376,12/06/2020 04:00,58.31,84.6,28.71
377,377,377,12/06/2020 05:00,48.59,85.93,28.75
378,378,378,12/06/2020 06:00,16.14,80.85,28.88
379,379,379,12/06/2020 07:00,8.64,74.04,29.8
380,380,380,12/06/2020 08:00,7.89,67.01,31.29
381,381,381,12/06/2020 09:00,7.44,63.34,32.6
382,382,382,12/06/2020 10:00,5.28,54.22,35.18
383,383,383,12/06/2020 11:00,5.45,54.03,34.63
384,384,384,12/06/2020 12:00,6.16,53.08,35.27
385,385,385,12/06/2020 13:00,8.01,51.26,36.11
386,386,386,12/06/2020 14:00,5.77,48.68,36.4
387,387,387,12/06/2020 15:00,8.56,50.43,36.35
388,388,388,12/06/2020 16:00,10.55,52.45,36.22
389,389,389,12/06/2020 17:00,17.12,58.53,35.65
390,390,390,12/06/2020 18:00,11.89,57.49,32.43
391,391,391,12/06/2020 19:00,11.93,65.04,30.73
392,392,392,12/06/2020 20:00,11.18,71.64,29.2
393,393,393,12/06/2020 21:00,4.09,71.94,28.93
394,394,394,12/06/2020 22:00,3.86,74.91,28.9
395,395,395,12/06/2020 23:00,8.76,74.99,29.25
396,396,396,13/06/2020 00:00,24.27,78.26,29.06
397,397,397,13/06/2020 01:00,76.31,79.86,28.93
398,398,398,13/06/2020 02:00,47.6,78.29,29.03
399,399,399,13/06/2020 03:00,20.78,76.77,28.97
400,400,400,13/06/2020 04:00,14.54,76.27,28.66
401,401,401,13/06/2020 05:00,14.48,76.12,28.52
402,402,402,13/06/2020 06:00,12.98,74.38,29.43
403,403,403,13/06/2020 07:00,13.37,65.51,32.02
404,404,404,13/06/2020 08:00,15.73,61.87,33.19
405,405,405,13/06/2020 09:00,15.43,58.45,34.39
406,406,406,13/06/2020 10:00,15.04,57.0,35.03
407,407,407,13/06/2020 11:00,11.76,54.54,35.82
408,408,408,13/06/2020 12:00,12.12,54.78,35.79
409,409,409,13/06/2020 13:00,10.38,54.36,35.82
410,410,410,13/06/2020 14:00,10.95,51.58,36.25
411,411,411,13/06/2020 15:00,11.03,50.63,36.43
412,412,412,13/06/2020 16:00,9.96,53.74,36.04
413,413,413,13/06/2020 17:00,11.68,62.26,34.64
414,414,414,13/06/2020 18:00,22.6,68.6,33.46
415,415,415,13/06/2020 19:00,33.32,71.38,32.63
416,416,416,13/06/2020 20:00,38.01,74.03,31.83
417,417,417,13/06/2020 21:00,48.38,76.41,31.31
418,418,418,13/06/2020 22:00,73.58,78.95,30.91
419,419,419,13/06/2020 23:00,72.23,80.98,30.66
420,420,420,14/06/2020 00:00,44.3,82.65,30.29
421,421,421,14/06/2020 01:00,25.3,83.62,30.16
422,422,422,14/06/2020 02:00,16.37,84.38,30.05
423,423,423,14/06/2020 03:00,13.48,83.43,29.94
424,424,424,14/06/2020 04:00,13.13,82.39,29.83
425,425,425,14/06/2020 05:00,14.33,81.93,29.73
426,426,426,14/06/2020 06:00,16.68,81.66,29.77
427,427,427,14/06/2020 07:00,16.29,79.7,30.56
428,428,428,14/06/2020 08:00,18.43,70.13,33.31
429,429,429,14/06/2020 09:00,18.32,64.23,34.03
430,430,430,14/06/2020 10:00,19.41,57.75,35.41
431,431,431,14/06/2020 11:00,16.98,54.99,35.96
432,432,432,14/06/2020 12:00,17.3,57.58,34.73
433,433,433,14/06/2020 13:00,27.22,64.44,33.3
434,434,434,14/06/2020 14:00,36.18,73.38,31.95
435,435,435,14/06/2020 15:00,30.71,81.02,28.68
436,436,436,14/06/2020 16:00,5.65,85.74,25.65
437,437,437,14/06/2020 17:00,26.38,82.93,27.73
438,438,438,14/06/2020 18:00,29.8,84.18,27.69
439,439,439,14/06/2020 19:00,9.97,81.18,27.57
440,440,440,14/06/2020 20:00,7.75,80.31,27.57
441,441,441,14/06/2020 21:00,11.53,79.05,28.05
442,442,442,14/06/2020 22:00,16.9,78.22,28.61
443,443,443,14/06/2020 23:00,40.5,84.29,27.98
444,444,444,15/06/2020 00:00,48.56,86.49,27.63
445,445,445,15/06/2020 01:00,36.67,88.83,27.08
446,446,446,15/06/2020 02:00,26.82,90.22,26.39
447,447,447,15/06/2020 03:00,9.78,89.83,26.38
448,448,448,15/06/2020 04:00,7.75,90.2,26.28
449,449,449,15/06/2020 05:00,8.53,90.34,26.08
450,450,450,15/06/2020 06:00,28.58,90.07,25.92
451,451,451,15/06/2020 07:00,19.64,91.13,25.64
452,452,452,15/06/2020 08:00,31.98,90.55,26.03
453,453,453,15/06/2020 09:00,58.06,90.52,26.08
454,454,454,15/06/2020 10:00,67.68,87.74,26.96
455,455,455,15/06/2020 11:00,42.56,82.28,28.13
456,456,456,15/06/2020 12:00,47.91,81.17,28.5
457,457,457,15/06/2020 13:00,56.79,78.32,29.53
458,458,458,15/06/2020 14:00,55.34,72.28,31.12
459,459,459,15/06/2020 15:00,48.12,69.1,31.83
460,460,460,15/06/2020 16:00,45.85,68.01,32.13
461,461,461,15/06/2020 17:00,38.68,67.91,31.95
462,462,462,15/06/2020 18:00,38.49,71.13,31.28
463,463,463,15/06/2020 19:00,37.33,73.23,30.88
464,464,464,15/06/2020 20:00,31.98,74.13,30.42
465,465,465,15/06/2020 21:00,17.61,76.64,30.03
466,466,466,15/06/2020 22:00,31.34,80.54,29.55
467,467,467,15/06/2020 23:00,39.23,83.35,29.13
468,468,468,16/06/2020 00:00,25.8,84.04,29.04
469,469,469,16/06/2020 01:00,23.14,84.45,28.94
470,470,470,16/06/2020 02:00,25.7,84.42,28.94
471,471,471,16/06/2020 03:00,26.68,85.43,28.85
472,472,472,16/06/2020 04:00,18.26,84.57,28.71
473,473,473,16/06/2020 05:00,13.73,83.55,28.57
474,474,474,16/06/2020 06:00,15.57,83.25,28.83
475,475,475,16/06/2020 07:00,17.03,81.19,29.44
476,476,476,16/06/2020 08:00,16.64,75.74,31.02
477,477,477,16/06/2020 09:00,10.34,65.11,33.65
478,478,478,16/06/2020 10:00,8.66,67.04,32.7
479,479,479,16/06/2020 11:00,5.8,59.34,34.46
